,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,gross_profit,ROI (%)
1257,70000000,"['Action', 'Drama', 'Mystery', 'Thriller']",2503,tt0440963,14.463,2007-08-03,442824138,115.0,The Bourne Ultimatum,7.4,4910,372824138.0,532.6059114285714
1258,30000000,"['Action', 'Drama']",307081,tt1798684,20.031,2015-03-24,91709827,123.0,Southpaw,7.4,3760,61709827.0,205.69942333333336
1260,165000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",284052,tt1211837,32.784,2016-10-25,677700000,115.0,Doctor Strange,7.4,14180,512700000.0,310.72727272727275
1261,27000000,"['Mystery', 'Science Fiction']",2666,tt0118929,17.105999999999998,1998-02-27,27200316,100.0,Dark City,7.4,1533,200316.0,0.7419111111111111
1262,1200000,"['Horror', 'Mystery', 'Crime']",176,tt0387564,23.145,2004-10-01,103911669,103.0,Saw,7.4,5401,102711669.0,8559.30575
1263,75000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",420814,tt4575576,12.214,2018-08-02,99138899,104.0,Christopher Robin,7.4,1672,24138899.0,32.185198666666665
1264,7000000,"['Drama', 'Romance']",152603,tt1714915,10.779000000000002,2013-12-12,7600000,123.0,Only Lovers Left Alive,7.4,1227,600000.0,8.571428571428571
1265,14000000,"['Drama', 'Romance', 'Thriller', 'History']",318781,tt4005402,9.164,2016-02-12,3621046,106.0,Colonia,7.4,1215,-10378954.0,-74.13538571428572
1266,25000000,['Drama'],590,tt0274558,9.029,2002-12-27,41597830,114.0,The Hours,7.4,990,16597830.0,66.39132
1271,180000000,"['Adventure', 'Family', 'Fantasy']",259316,tt3183660,32.019,2016-11-16,809342332,133.0,Fantastic Beasts and Where to Find Them,7.4,13385,629342332.0,349.63462888888887
1272,3000000,"['Drama', 'Romance']",1791,tt0254686,9.627,2001-07-21,9801375,131.0,The Piano Teacher,7.4,477,6801375.0,226.7125
1273,2000000,"['Drama', 'Adventure', 'Thriller']",10669,tt0068473,8.199,1972-07-30,46122355,109.0,Deliverance,7.4,827,44122355.0,2206.11775
1274,25000000,"['Drama', 'History']",11499,tt0870111,8.844,2008-10-15,18593156,122.0,Frost/Nixon,7.4,670,-6406844.0,-25.627376
1275,13000000,"['Comedy', 'Drama', 'War']",801,tt0093105,10.468,1987-12-23,123922370,121.0,"Good Morning, Vietnam",7.3,1406,110922370.0,853.2489999999999
1276,7000000,"['Romance', 'Drama']",306745,tt1658801,8.602,2015-10-02,573335,103.0,Freeheld,7.4,397,-6426665.0,-91.8095
1277,12000000,['Drama'],392982,tt5301662,9.552999999999999,2017-10-13,10051659,118.0,Marshall,7.4,296,-1948341.0,-16.236175
1279,37000000,['Drama'],312221,tt3076658,14.863,2015-11-25,173567581,133.0,Creed,7.4,4497,136567581.0,369.10157027027026
1280,5000000,"['Action', 'Thriller', 'Science Fiction', 'Horror']",500664,tt6499752,18.999000000000002,2018-06-01,11871365,100.0,Upgrade,7.4,1773,6871365.0,137.4273
1282,30000000,['Science Fiction'],17654,tt1136608,12.735,2009-08-05,210819611,112.0,District 9,7.4,6026,180819611.0,602.7320366666667
1283,11000000,['Drama'],249164,tt1355630,14.873,2014-08-21,78874843,106.0,If I Stay,7.3,2984,67874843.0,617.0440272727272
1286,7000000,"['Comedy', 'Drama']",340,tt0404030,8.06,2005-09-16,2697930,106.0,Everything is Illuminated,7.4,439,-4302070.0,-61.45814285714286
1287,7000000,"['Thriller', 'Drama', 'Crime', 'Horror']",1359,tt0144084,19.668,2000-04-13,34266564,102.0,American Psycho,7.3,5056,27266564.0,389.52234285714286
1288,6000000,"['Drama', 'Music', 'Romance']",88,tt0092890,23.936,1987-08-21,213893795,100.0,Dirty Dancing,7.3,3575,207893795.0,3464.8965833333336
1289,68000000,"['War', 'History', 'Romance', 'Drama', 'Action']",853,tt0215750,15.82,2001-03-14,96976270,131.0,Enemy at the Gates,7.3,1951,28976270.0,42.61216176470588
1290,40000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9361,tt0104691,12.485999999999999,1992-09-25,75505856,112.0,The Last of the Mohicans,7.3,1608,35505856.0,88.76464
1291,258157,"['Comedy', 'Drama']",437586,tt5613484,9.616,2018-10-19,6897446,86.0,mid90s,7.3,548,6639289.0,2571.802817665219
1293,10000000,"['Action', 'Comedy']",12207,tt0111512,9.892000000000001,1994-02-03,11555430,102.0,The Legend of Drunken Master,7.3,438,1555430.0,15.554299999999998
1294,20000000,"['History', 'Drama']",10139,tt1013753,9.249,2008-11-05,54586584,129.0,Milk,7.3,1296,34586584.0,172.93292
1298,190000000,"['Action', 'Adventure', 'Science Fiction']",54138,tt1408101,13.806,2013-05-05,467365246,132.0,Star Trek Into Darkness,7.3,6669,277365246.0,145.98170842105262
1299,15000000,"['Drama', 'Thriller', 'Crime', 'Romance']",116,tt0416320,15.577,2005-10-26,85306374,124.0,Match Point,7.3,2468,70306374.0,468.70915999999994
1301,51500000,"['Thriller', 'Crime', 'Mystery']",2252,tt0765443,13.588,2007-09-14,56106607,100.0,Eastern Promises,7.3,1786,4606607.0,8.944867961165048
1303,13000000,"['Fantasy', 'Drama']",34647,tt1191111,8.682,2009-06-17,754249,161.0,Enter the Void,7.3,925,-12245751.0,-94.19808461538462
1306,25130430,"['Action', 'Drama']",256040,tt2631186,9.295,2015-07-10,90747520,158.0,Bahubali: The Beginning,7.3,268,65617090.0,261.106117165524
1307,25000000,['Drama'],45317,tt0964517,13.584000000000001,2010-12-17,93617009,116.0,The Fighter,7.3,2630,68617009.0,274.468036
1308,34000000,"['Crime', 'Drama', 'Thriller', 'History']",407448,tt5390504,7.602,2017-07-28,16790139,143.0,Detroit,7.3,946,-17209861.0,-50.61723823529412
1309,178000000,"['Action', 'Adventure']",353081,tt4912910,29.138,2018-07-13,791017452,148.0,Mission: Impossible - Fallout,7.3,4648,613017452.0,344.3918269662921
1310,11000000,"['Drama', 'Mystery']",152780,tt2404461,5.835,2013-05-17,10631747,130.0,The Past,7.3,286,-368253.0,-3.3477545454545456
1311,30000000,"['Drama', 'History']",399404,tt4555426,14.526,2017-11-22,147568410,125.0,Darkest Hour,7.3,3127,117568410.0,391.8947
1312,26000000,"['Drama', 'Romance']",239571,tt1972779,9.52,2014-10-16,35926213,117.0,The Best of Me,7.3,1711,9926213.0,38.177742307692306
1314,10000000,"['Drama', 'Mystery']",1923,tt0105665,10.238999999999999,1992-06-03,4160851,135.0,Twin Peaks: Fire Walk with Me,7.3,987,-5839149.0,-58.391490000000005
1315,20000000,['Drama'],7979,tt0419887,7.8020000000000005,2007-10-04,73276047,128.0,The Kite Runner,7.3,760,53276047.0,266.380235
1316,80000000,"['Crime', 'Drama', 'Thriller']",4147,tt0257044,9.406,2002-07-12,181001478,117.0,Road to Perdition,7.3,2070,101001478.0,126.2518475
1317,22000000,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Adventure']",381289,tt1753383,10.027000000000001,2017-01-19,194647323,100.0,A Dog's Purpose,7.3,1782,172647323.0,784.7605590909092
1318,5000000,['Drama'],329819,tt3791302,5.38,2015-05-13,26144,119.0,Standing Tall,7.3,319,-4973856.0,-99.47712
1329,24000000,"['Comedy', 'Drama']",177,tt0101889,8.964,1991-09-09,41895491,138.0,The Fisher King,7.3,719,17895491.0,74.56454583333333
1330,25000000,"['Action', 'Thriller']",8681,tt0936501,21.473000000000003,2008-02-18,226830568,94.0,Taken,7.3,7467,201830568.0,807.322272
1331,17000000,"['Adventure', 'Drama', 'Action', 'Romance']",146,tt0190332,13.822000000000001,2000-07-06,213525736,120.0,"Crouching Tiger, Hidden Dragon",7.3,1799,196525736.0,1156.0337411764706
1332,30000000,['Drama'],10024,tt1078588,11.787,2009-06-26,95714875,109.0,My Sister's Keeper,7.3,1298,65714875.0,219.04958333333332
1333,2800000,"['Horror', 'Thriller']",794,tt0075005,14.662,1976-06-06,60922980,111.0,The Omen,7.3,983,58122980.0,2075.820714285714
1336,120000000,"['Adventure', 'Drama', 'Action']",87827,tt0454876,17.07,2012-11-20,609016565,127.0,Life of Pi,7.3,9470,489016565.0,407.51380416666666
1339,2135161,"['Mystery', 'Thriller']",506,tt0058329,9.995,1964-07-09,7000000,130.0,Marnie,7.3,520,4864839.0,227.8441297869341
1340,900000,['Drama'],266,tt0057345,10.038,1963-10-29,528428,103.0,Contempt,7.3,346,-371572.0,-41.285777777777774
1344,350000,['Horror'],764,tt0083907,14.292,1981-10-15,29400000,85.0,The Evil Dead,7.3,1977,29050000.0,8300.0
1347,100000,['Comedy'],9267,tt0066765,6.513,1971-09-28,7000,88.0,And Now for Something Completely Different,7.3,270,-93000.0,-93.0
1348,26000000,"['Action', 'Adventure', 'Comedy']",134,tt0190590,12.67,2000-08-30,71868327,106.0,"O Brother, Where Art Thou?",7.3,2254,45868327.0,176.4166423076923
1349,25000000,"['Crime', 'Drama', 'Thriller']",37094,tt0106856,12.690999999999999,1993-02-26,40903593,113.0,Falling Down,7.3,1769,15903593.0,63.614371999999996
1350,2600000,"['Western', 'Comedy']",11072,tt0071230,13.408,1974-02-07,119601481,93.0,Blazing Saddles,7.3,1048,117001481.0,4500.056961538461
1352,52000000,['Drama'],462,tt0195685,12.118,2000-03-17,256271286,131.0,Erin Brockovich,7.3,1714,204271286.0,392.8293961538461
1353,20000000,"['Comedy', 'Drama']",2639,tt0118954,9.555,1997-12-12,10686841,96.0,Deconstructing Harry,7.3,405,-9313159.0,-46.565795
1357,14000000,"['Romance', 'Comedy']",114,tt0100405,16.111,1990-03-23,463000000,119.0,Pretty Woman,7.3,4342,449000000.0,3207.142857142857
1361,12902809,"['Action', 'History', 'Drama']",37472,tt1386932,3.535,2010-04-21,36000000,109.0,Ip Man 2,7.3,1177,23097191.0,179.0090126886324
1362,40000000,"['Animation', 'Family', 'Fantasy']",10144,tt0097757,20.636,1989-11-17,211343479,83.0,The Little Mermaid,7.3,4757,171343479.0,428.35869750000006
1363,2000000,"['Crime', 'Drama']",4816,tt0165798,8.309,1999-06-02,9400000,116.0,Ghost Dog: The Way of the Samurai,7.3,619,7400000.0,370.0
1364,15000000,['Drama'],44716,tt1340107,6.365,2010-08-26,13004198,118.0,In a Better World,7.3,214,-1995802.0,-13.305346666666667
1365,30000000,"['Action', 'Crime', 'Thriller']",273481,tt3397884,20.338,2015-09-17,84025816,122.0,Sicario,7.3,4993,54025816.0,180.08605333333335
1366,53000000,"['Drama', 'Crime', 'Thriller']",22803,tt1197624,12.474,2009-10-15,126690726,109.0,Law Abiding Citizen,7.3,2931,73690726.0,139.03910566037737
1367,20000000,"['Drama', 'Crime', 'Thriller']",470,tt0315733,11.264000000000001,2003-09-06,60427839,124.0,21 Grams,7.3,1792,40427839.0,202.139195
1370,12000000,"['Crime', 'Thriller', 'Drama']",184,tt0119396,14.142999999999999,1997-12-25,39673162,154.0,Jackie Brown,7.3,3620,27673162.0,230.60968333333332
1374,19000000,"['Crime', 'Drama', 'Mystery']",4771,tt0452623,11.835999999999999,2007-09-18,34619699,113.0,Gone Baby Gone,7.3,2176,15619699.0,82.20894210526316
1375,7000000,"['Comedy', 'Drama']",10149,tt0114478,9.522,1995-06-09,8349430,112.0,Smoke,7.3,232,1349430.0,19.277571428571427
1376,14000000,"['Drama', 'History']",245168,tt3077214,8.301,2015-10-16,16002420,106.0,Suffragette,7.3,1089,2002420.0,14.302999999999999
1377,17000000,"['Comedy', 'Music', 'Romance']",114150,tt1981677,18.320999999999998,2012-09-28,115350426,112.0,Pitch Perfect,7.3,4675,98350426.0,578.5319176470588
1378,90000000,"['Thriller', 'Crime', 'Mystery', 'Drama']",65754,tt1568346,16.948,2011-12-14,232617430,158.0,The Girl with the Dragon Tattoo,7.3,4395,142617430.0,158.4638111111111
1379,9000000,"['Drama', 'Fantasy', 'Western']",922,tt0112817,11.7,1995-12-23,103800000,121.0,Dead Man,7.3,806,94800000.0,1053.3333333333333
1381,90000000,"['Drama', 'Science Fiction', 'Mystery']",686,tt0118884,17.148,1997-07-11,171120329,150.0,Contact,7.3,2467,81120329.0,90.13369888888889
1382,15000000,"['Comedy', 'Thriller', 'Crime', 'Mystery']",15196,tt0088930,11.267000000000001,1985-12-13,14643997,94.0,Clue,7.3,760,-356003.0,-2.373353333333333
1384,1530000,"['Action', 'Drama', 'Thriller']",104,tt0130827,14.440999999999999,1998-08-20,7267585,81.0,Run Lola Run,7.3,1214,5737585.0,375.00555555555553
1385,10000000,"['Comedy', 'Horror']",814,tt0082010,11.265999999999998,1981-08-21,31973249,97.0,An American Werewolf in London,7.3,1152,21973249.0,219.73248999999998
1387,8000000,['Comedy'],12762,tt0087003,6.957000000000001,1984-01-27,10600497,84.0,Broadway Danny Rose,7.3,236,2600497.0,32.5062125
1392,1900000,['Science Fiction'],830,tt0049223,18.092,1956-03-23,3250000,98.0,Forbidden Planet,7.3,456,1350000.0,71.05263157894737
1394,4550000,"['Drama', 'Romance', 'Adventure', 'Music']",16520,tt0049408,11.919,1956-06-29,21300000,133.0,The King and I,7.3,205,16750000.0,368.1318681318681
1395,28000000,"['Comedy', 'Drama']",318846,tt1596363,19.635,2015-12-11,133346506,131.0,The Big Short,7.3,5350,105346506.0,376.2375214285714
1396,60000000,"['Horror', 'Drama', 'Fantasy']",628,tt0110148,14.392000000000001,1994-11-11,223664608,123.0,Interview with the Vampire,7.3,3312,163664608.0,272.77434666666664
1397,85000,['Horror'],30497,tt0072271,11.022,1974-10-01,30859000,83.0,The Texas Chain Saw Massacre,7.3,1463,30774000.0,36204.705882352944
1399,17000000,"['Horror', 'Drama', 'Science Fiction']",447332,tt6644200,46.232,2018-04-03,340677200,91.0,A Quiet Place,7.3,7316,323677200.0,1903.9835294117647
1400,92000000,"['Action', 'History', 'War']",855,tt0265086,19.378,2001-12-28,172989651,145.0,Black Hawk Down,7.3,3308,80989651.0,88.03222934782609
1402,7000000,"['Crime', 'Drama', 'Thriller']",77016,tt1855199,12.844000000000001,2012-09-20,48126384,109.0,End of Watch,7.3,1965,41126384.0,587.5197714285714
1403,7500000,"['Comedy', 'Drama']",403,tt0097239,7.43,1989-12-13,145793296,99.0,Driving Miss Daisy,7.3,786,138293296.0,1843.9106133333332
1405,4500000,"['Drama', 'Thriller', 'Adventure']",3176,tt0266308,15.392999999999999,2000-12-16,25000000,114.0,Battle Royale,7.3,1961,20500000.0,455.55555555555554
1407,25000000,['Drama'],866,tt0308644,12.445,2004-10-17,116766556,106.0,Finding Neverland,7.3,2510,91766556.0,367.066224
1408,6000000,"['Action', 'Thriller', 'Crime']",8374,tt0144117,12.498,1999-01-22,30471,108.0,The Boondock Saints,7.3,1446,-5969529.0,-99.49215
1412,280000000,"['Action', 'Adventure', 'Science Fiction']",99861,tt2395427,36.797,2015-04-22,1405403694,141.0,Avengers: Age of Ultron,7.3,15094,1125403694.0,401.9298907142857
1414,6500000,['Drama'],1640,tt0375679,16.567,2004-09-10,98410061,112.0,Crash,7.3,2129,91910061.0,1414.0009384615385
1415,50000000,['Drama'],205587,tt1872194,16.152,2014-10-08,83719388,141.0,The Judge,7.3,2600,33719388.0,67.438776
1416,11000000,"['Fantasy', 'Horror', 'Comedy']",766,tt0106308,9.927,1992-10-09,21502976,81.0,Army of Darkness,7.3,1693,10502976.0,95.4816
1419,5952000,"['Horror', 'Mystery', 'Science Fiction']",837,tt0086541,8.773,1983-02-04,2120439,88.0,Videodrome,7.3,1060,-3831561.0,-64.37434475806452
1421,14000000,"['Drama', 'Romance']",859,tt0094947,7.062,1988-12-16,34670720,119.0,Dangerous Liaisons,7.3,607,20670720.0,147.648
1425,22000000,['Drama'],228194,tt2980648,6.851,2014-08-06,88880821,122.0,The Hundred-Foot Journey,7.3,869,66880821.0,304.0037318181818
1426,6000000,"['Adventure', 'Drama', 'Action']",58857,tt1436045,6.046,2010-09-09,17555141,141.0,13 Assassins,7.3,580,11555141.0,192.58568333333332
1427,2159280,['Drama'],209274,tt2718492,7.138,2013-10-25,15298355,82.0,Ida,7.3,527,13139075.0,608.4933403727168
1428,10000000,"['Comedy', 'Drama']",391713,tt4925292,22.505,2017-09-08,76858273,95.0,Lady Bird,7.3,4632,66858273.0,668.58273
1430,3400000,"['Drama', 'Romance']",191714,tt2350496,5.27,2013-09-20,17240000,104.0,The Lunchbox,7.3,377,13840000.0,407.0588235294117
1432,170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",119450,tt2103281,21.892,2014-06-26,710644566,130.0,Dawn of the Planet of the Apes,7.3,7718,540644566.0,318.02621529411766
1433,50000000,"['Drama', 'Comedy']",18947,tt1131729,10.799000000000001,2009-04-01,36348784,135.0,The Boat That Rocked,7.3,1364,-13651216.0,-27.302432
1434,4500000,"['Fantasy', 'Drama', 'Horror', 'Thriller']",1433,tt0256009,10.284,2001-04-20,6582065,108.0,The Devil's Backbone,7.3,612,2082065.0,46.26811111111111
1435,1103000,"['Mystery', 'Thriller', 'Romance']",11462,tt0034248,6.499,1941-11-14,4500000,99.0,Suspicion,7.3,307,3397000.0,307.97824116047144
1436,4000000,"['Comedy', 'Horror']",10925,tt0089907,8.326,1985-04-25,14237880,91.0,The Return of the Living Dead,7.3,560,10237880.0,255.947
1437,165000000,"['Family', 'Animation', 'Comedy', 'Adventure']",82690,tt1772341,25.403000000000002,2012-11-01,471222889,101.0,Wreck-It Ralph,7.3,8599,306222889.0,185.5896296969697
1440,113000000,"['Science Fiction', 'Adventure', 'Action']",1895,tt0121766,17.493,2005-05-17,850000000,140.0,Star Wars: Episode III - Revenge of the Sith,7.3,8543,737000000.0,652.2123893805309
1441,2900000,"['Action', 'Comedy']",24804,tt1190536,6.624,2009-10-16,296557,90.0,Black Dynamite,7.3,342,-2603443.0,-89.77389655172414
1442,6000000,"['Crime', 'Drama', 'Romance']",1725,tt0055614,10.136000000000001,1961-12-13,43656822,152.0,West Side Story,7.3,978,37656822.0,627.6137
1443,10000000,"['Drama', 'War']",53457,tt1668200,6.994,2010-09-16,17511906,111.0,Sarah's Key,7.3,449,7511906.0,75.11906
1445,15000000,"['Fantasy', 'Comedy']",4011,tt0094721,21.309,1988-02-29,73326666,92.0,Beetlejuice,7.3,3585,58326666.0,388.84444
1447,102000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",180,tt0181689,20.648000000000003,2002-06-20,358372926,145.0,Minority Report,7.3,5196,256372926.0,251.34600588235293
1448,12000000,"['Crime', 'Western']",338766,tt2582782,9.46,2016-08-12,37589296,102.0,Hell or High Water,7.3,2774,25589296.0,213.24413333333334
1451,42000000,"['Thriller', 'Drama']",80278,tt1649419,13.575,2012-09-09,180274123,113.0,The Impossible,7.3,4056,138274123.0,329.2241023809524
1452,4000000,"['Animation', 'Comedy', 'Family', 'Adventure']",10112,tt0065421,18.004,1970-12-23,55675257,78.0,The Aristocats,7.3,3164,51675257.0,1291.881425
1453,70000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2756,tt0096754,13.45,1989-08-09,90000098,139.0,The Abyss,7.3,1537,20000098.0,28.571568571428575
1455,59000000,"['Animation', 'Comedy', 'Family', 'Adventure']",425,tt0268380,21.6,2002-03-10,383257136,81.0,Ice Age,7.3,8410,324257136.0,549.5883661016949
1456,35000000,"['Comedy', 'Drama', 'Romance']",350,tt0458352,25.648000000000003,2006-06-30,326551094,109.0,The Devil Wears Prada,7.3,7432,291551094.0,833.0031257142856
1459,36000000,"['Adventure', 'Drama', 'History']",169881,tt2101473,9.439,2013-12-25,57284237,155.0,The Physician,7.3,655,21284237.0,59.122880555555554
1462,818418,['Drama'],14375,tt0418110,6.569,2005-09-30,4851244,152.0,Romanzo criminale,7.3,358,4032826.0,492.75871254053556
1463,75000000,"['Action', 'Drama', 'Thriller']",2502,tt0372183,15.502,2004-07-23,288500217,108.0,The Bourne Supremacy,7.3,4826,213500217.0,284.666956
1464,145000000,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",81188,tt1446192,17.586,2012-11-21,306941670,97.0,Rise of the Guardians,7.3,4176,161941670.0,111.68391034482758
1465,31000000,"['History', 'Romance', 'Drama']",606,tt0089755,8.27,1985-12-20,128499205,161.0,Out of Africa,7.3,717,97499205.0,314.51356451612907
1467,15000000,"['Horror', 'Science Fiction']",9426,tt0091064,14.081,1986-08-15,60629159,96.0,The Fly,7.3,2245,45629159.0,304.1943933333333
1469,9000000,"['Horror', 'Thriller']",381288,tt4972582,25.135,2017-01-19,278454358,117.0,Split,7.3,11660,269454358.0,2993.937311111111
1472,35000000,"['Drama', 'Romance']",400617,tt5776858,17.039,2017-12-25,47756590,130.0,Phantom Thread,7.3,1909,12756590.0,36.4474
1473,130000000,"['Action', 'Mystery', 'Science Fiction']",13183,tt0409459,16.471,2009-03-05,185258983,163.0,Watchmen,7.3,5684,55258983.0,42.50691
1474,100000000,"['Drama', 'History', 'Crime']",3131,tt0217505,17.148,2002-12-14,193772504,167.0,Gangs of New York,7.3,4018,93772504.0,93.772504
1476,13500000,"['Comedy', 'Mystery']",10440,tt0107507,6.742000000000001,1993-08-18,11285588,104.0,Manhattan Murder Mystery,7.3,480,-2214412.0,-16.403051851851853
1477,1800000,['Horror'],377,tt0087800,12.964,1984-11-14,25504513,91.0,A Nightmare on Elm Street,7.3,2819,23704513.0,1316.9173888888888
1478,11000000,"['Drama', 'Romance']",167073,tt2381111,15.145999999999999,2015-10-20,62076141,111.0,Brooklyn,7.3,2135,51076141.0,464.3285545454545
1479,150000000,"['Animation', 'Adventure', 'Family']",109445,tt2294629,54.806000000000004,2013-11-27,1274219009,102.0,Frozen,7.3,11199,1124219009.0,749.4793393333333
1480,25000000,"['Family', 'Drama', 'Music']",5123,tt0426931,11.68,2007-11-21,66122026,114.0,August Rush,7.3,1760,41122026.0,164.488104
1483,250000000,"['Action', 'Adventure', 'Fantasy']",122917,tt2310332,45.597,2014-12-10,956019788,144.0,The Hobbit: The Battle of the Five Armies,7.3,9322,706019788.0,282.4079152
1484,20000000,"['Action', 'Comedy', 'Crime', 'Fantasy']",9470,tt0373074,11.66,2004-02-10,101434304,99.0,Kung Fu Hustle,7.3,1415,81434304.0,407.17152
1487,60000000,"['Comedy', 'Drama']",594,tt0362227,13.987,2004-06-17,219417255,128.0,The Terminal,7.3,4435,159417255.0,265.695425
1488,10000000,"['Crime', 'Drama']",227,tt0086066,11.418,1983-03-25,33697647,91.0,The Outsiders,7.3,645,23697647.0,236.97647
1490,18000000,"['Comedy', 'Family']",771,tt0099785,0.625,1990-11-09,476684675,103.0,Home Alone,7.3,6199,458684675.0,2548.2481944444444
1492,15000000,"['Drama', 'Thriller', 'War']",12162,tt0887912,16.923,2008-10-10,42000000,131.0,The Hurt Locker,7.3,3445,27000000.0,180.0
1493,3500000,['Comedy'],813,tt0080339,21.057,1980-07-02,83453539,88.0,Airplane!,7.3,2392,79953539.0,2284.386828571429
1494,10000000,['Thriller'],6145,tt0488120,14.739,2007-04-20,91354215,113.0,Fracture,7.3,2076,81354215.0,813.54215
1495,19400000,"['Romance', 'Drama']",14202,tt0446755,10.087,2006-12-09,26522838,125.0,The Painted Veil,7.3,644,7122838.0,36.71565979381443
1496,35000000,['Comedy'],18785,tt1119646,18.305999999999997,2009-06-02,459270619,100.0,The Hangover,7.3,11472,424270619.0,1212.2017685714286
1499,40000000,['Drama'],37799,tt1285016,19.136,2010-10-01,224920315,121.0,The Social Network,7.3,7036,184920315.0,462.3007875
1501,17000000,"['Comedy', 'Romance', 'Drama']",10644,tt0096332,10.01,1988-02-05,10006806,171.0,The Unbearable Lightness of Being,7.3,205,-6993194.0,-41.136435294117646
1502,190000000,"['Action', 'Thriller']",168259,tt2820852,25.372,2015-04-01,1506249360,137.0,Furious 7,7.3,7137,1316249360.0,692.7628210526316
1504,7000000,['Drama'],11051,tt0095497,6.559,1988-08-12,8373585,164.0,The Last Temptation of Christ,7.3,496,1373585.0,19.622642857142857
1505,3500000,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",11850,tt0077745,7.947,1978-12-19,24946533,116.0,Invasion of the Body Snatchers,7.3,467,21446533.0,612.7580857142857
1508,15000000,"['Animation', 'Family']",11886,tt0070608,15.149000000000001,1973-11-08,32056467,83.0,Robin Hood,7.3,2724,17056467.0,113.70978000000001
1512,160000000,"['Action', 'Science Fiction', 'Adventure']",49538,tt1270798,1.0090000000000001,2011-06-01,353624124,132.0,X-Men: First Class,7.3,9004,193624124.0,121.0150775
1515,4000000,"['Family', 'Animation', 'Adventure']",9325,tt0061852,22.119,1967-10-17,205843612,78.0,The Jungle Book,7.3,4054,201843612.0,5046.0903
1517,149000000,"['Action', 'Adventure', 'Fantasy']",297762,tt0451279,31.884,2017-05-30,821847012,141.0,Wonder Woman,7.3,13947,672847012.0,451.57517583892616
1519,38000000,"['Drama', 'Adventure', 'Western']",44264,tt1403865,16.877,2010-12-22,252276927,110.0,True Grit,7.3,3236,214276927.0,563.88665
1521,27000000,['Comedy'],5825,tt0097958,14.075999999999999,1989-12-01,71319546,97.0,National Lampoon's Christmas Vacation,7.3,1282,44319546.0,164.14646666666667
1522,7500000,"['Comedy', 'Crime']",623,tt0095159,10.017000000000001,1988-07-15,62493712,109.0,A Fish Called Wanda,7.3,1137,54993712.0,733.2494933333332
1525,26000000,"['Romance', 'Drama', 'Comedy']",1440,tt0404203,13.171,2006-10-06,14821658,136.0,Little Children,7.2,469,-11178342.0,-42.99362307692308
1526,16500000,"['Fantasy', 'Drama', 'Thriller', 'Romance']",1491,tt0443543,11.092,2006-08-18,87892388,110.0,The Illusionist,7.2,3057,71392388.0,432.6811393939394
1527,5000000,"['Action', 'Drama']",323677,tt3499096,9.214,2016-02-19,24804129,134.0,Race,7.2,1013,19804129.0,396.08258
1530,8000000,"['Horror', 'Mystery', 'Thriller']",2654,tt0113409,7.562,1994-06-18,8946600,95.0,In the Mouth of Madness,7.2,776,946600.0,11.8325
1534,44500000,"['Drama', 'Thriller']",68734,tt1024648,12.856,2012-10-11,232324128,120.0,Argo,7.2,5613,187824128.0,422.07669213483143
1535,25000000,"['Adventure', 'Family', 'Fantasy']",13597,tt0091369,16.734,1986-06-27,12729917,102.0,Labyrinth,7.2,1261,-12270083.0,-49.080332
1537,16500000,"['Drama', 'Romance']",2977,tt0416508,10.936,2007-03-02,37311672,120.0,Becoming Jane,7.2,704,20811672.0,126.13134545454545
1539,46000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",199,tt0117731,13.630999999999998,1996-11-22,150000000,111.0,Star Trek: First Contact,7.2,1029,104000000.0,226.08695652173913
1540,10000000,['Drama'],25793,tt0929632,10.466,2009-11-06,47536959,110.0,Precious,7.2,903,37536959.0,375.36958999999996
1541,32000000,"['Thriller', 'Science Fiction', 'Mystery']",45612,tt0945513,19.563,2011-03-30,147332697,93.0,Source Code,7.2,5121,115332697.0,360.41467812499997
1543,35000000,['Thriller'],1598,tt0101540,11.105,1991-11-15,182300000,128.0,Cape Fear,7.2,1671,147300000.0,420.85714285714283
1544,48000000,"['Drama', 'Science Fiction']",167,tt0272152,11.517999999999999,2001-10-22,50315140,120.0,K-PAX,7.2,1329,2315140.0,4.8232083333333335
1545,10951000,"['Horror', 'Mystery', 'Thriller']",293670,tt5215952,11.311,2016-05-12,47098491,156.0,The Wailing,7.2,690,36147491.0,330.08392840836456
1546,250000000,"['Adventure', 'Fantasy', 'Action']",49051,tt0903624,26.794,2012-11-26,1021103568,169.0,The Hobbit: An Unexpected Journey,7.2,13035,771103568.0,308.4414272
1547,66000000,"['Drama', 'War', 'Action']",57212,tt1568911,11.078,2011-12-25,177584879,146.0,War Horse,7.2,2098,111584879.0,169.0679984848485
1548,82343495,['Drama'],11978,tt0203019,12.48,2000-09-13,48814909,129.0,Men of Honor,7.2,1105,-33528586.0,-40.7179534946871
