,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,gross_profit,ROI (%)
3634,24000000,['Comedy'],2617,tt0095253,8.074,1988-06-17,43455230,91.0,The Great Outdoors,6.5,275,19455230.0,81.06345833333334
3636,250000000,"['Action', 'Adventure', 'Science Fiction']",181812,tt2527338,54.99,2019-12-18,1058056021,142.0,Star Wars: The Rise of Skywalker,6.5,3059,808056021.0,323.2224084
3637,15000000,['Thriller'],157849,tt1972571,8.208,2014-07-25,31554855,121.0,A Most Wanted Man,6.5,844,16554855.0,110.3657
3638,22000000,"['Thriller', 'Drama', 'Crime', 'Romance']",10279,tt0162677,8.009,1999-07-02,19288130,142.0,Summer of Sam,6.5,226,-2711870.0,-12.326681818181818
3639,40000000,"['Comedy', 'Drama', 'Family', 'Romance']",11130,tt0368933,22.511,2004-08-06,95149435,113.0,The Princess Diaries 2: Royal Engagement,6.5,2024,55149435.0,137.8735875
3641,23000000,"['Drama', 'Comedy', 'Crime']",10147,tt0307987,9.04,2003-11-26,76488889,92.0,Bad Santa,6.5,1283,53488889.0,232.5603869565217
3647,6000000,"['Action', 'Crime', 'Drama']",10126,tt0094894,6.1770000000000005,1988-04-15,46616067,120.0,Colors,6.5,206,40616067.0,676.93445
3649,45000000,"['Comedy', 'Music']",353616,tt4765284,14.199000000000002,2017-12-20,184724494,93.0,Pitch Perfect 3,6.5,2179,139724494.0,310.49887555555557
3650,43000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",9913,tt0397101,14.525,2005-07-29,91974818,104.0,The Skeleton Key,6.5,1163,48974818.0,113.89492558139536
3651,16000000,"['Action', 'Comedy', 'Thriller', 'Crime']",513045,tt7734218,13.885,2019-07-11,22799033,93.0,Stuber,6.5,410,6799033.0,42.49395625
3652,4000000,['Horror'],215,tt0432348,15.264000000000001,2005-10-28,152925093,89.0,Saw II,6.5,3028,148925093.0,3723.127325
3653,19885552,"['Science Fiction', 'Drama', 'Mystery']",15613,tt0106912,6.688,1993-03-12,19724334,109.0,Fire in the Sky,6.5,238,-161218.0,-0.8107293174461538
3655,11000000,"['Drama', 'Mystery']",282984,tt3715320,9.882,2015-07-17,27391084,95.0,Irrational Man,6.5,1447,16391084.0,149.00985454545454
3656,178000000,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",246655,tt3385516,19.602,2016-05-18,543934787,144.0,X-Men: Apocalypse,6.5,9101,365934787.0,205.58134101123596
3662,30000000,"['Drama', 'History', 'Romance']",11400,tt0402399,8.427,2005-12-25,30536013,135.0,The New World,6.5,644,536013.0,1.78671
3663,75000000,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",7450,tt0120913,11.579,2000-06-16,36754634,94.0,Titan A.E.,6.5,570,-38245366.0,-50.99382133333334
3665,15000000,"['Comedy', 'Mystery']",3049,tt0109040,13.384,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,6.5,3509,92217396.0,614.7826399999999
3666,20000000,['Comedy'],376659,tt4651520,14.685,2016-07-28,183936074,100.0,Bad Moms,6.5,2946,163936074.0,819.68037
3667,9000000,['Horror'],10585,tt0094862,8.43,1988-11-08,44196684,87.0,Child's Play,6.5,1442,35196684.0,391.0742666666667
3671,170000000,"['Action', 'Adventure', 'Science Fiction']",351286,tt4881806,26.156,2018-06-06,1303459585,129.0,Jurassic World: Fallen Kingdom,6.5,6980,1133459585.0,666.7409323529412
3672,25000000,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",619,tt0103855,14.200999999999999,1992-11-25,411006740,129.0,The Bodyguard,6.5,1518,386006740.0,1544.0269600000001
3675,8000000,"['Drama', 'Romance']",47760,tt1498569,5.95,2011-09-16,163265,91.0,Restless,6.5,278,-7836735.0,-97.9591875
3677,16800000,"['Comedy', 'Drama', 'Romance']",229297,tt2870756,10.967,2014-07-25,51029361,97.0,Magic in the Moonlight,6.5,1440,34229361.0,203.74619642857144
3678,17000000,"['Action', 'Comedy', 'Crime', 'Thriller', 'Mystery']",7516,tt0475394,14.229000000000001,2006-12-09,57103895,109.0,Smokin' Aces,6.5,957,40103895.0,235.90526470588236
3679,15500000,"['Comedy', 'Fantasy', 'Romance']",37725,tt0482527,7.2589999999999995,2006-12-26,7385434,95.0,It's a Boy Girl Thing,6.5,652,-8114566.0,-52.352038709677416
3682,84000000,"['Action', 'Comedy', 'Crime', 'Thriller']",146216,tt1821694,17.179000000000002,2013-07-18,148100000,116.0,RED 2,6.5,2602,64100000.0,76.30952380952381
3683,25000000,['Comedy'],9352,tt0356150,15.069,2004-02-20,20796847,93.0,EuroTrip,6.5,1380,-4203153.0,-16.812611999999998
3684,40000000,"['Adventure', 'Comedy', 'Science Fiction']",39513,tt1092026,13.165999999999999,2011-02-14,97552050,104.0,Paul,6.5,3385,57552050.0,143.880125
3685,160000000,"['Adventure', 'History', 'Action']",1911,tt0120657,13.474,1999-08-13,61698899,102.0,The 13th Warrior,6.5,982,-98301101.0,-61.438188125
3691,3860000,"['Action', 'Drama', 'History']",44865,tt1462900,8.151,2013-01-10,64076736,130.0,The Grandmaster,6.5,433,60216736.0,1560.019067357513
3692,50000000,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",834,tt0401855,13.888,2006-01-12,111340801,106.0,Underworld: Evolution,6.5,2599,61340801.0,122.681602
3695,5600000,"['Thriller', 'Horror']",10664,tt1245112,8.922,2009-09-15,18469680,85.0,[REC]²,6.5,1063,12869680.0,229.81571428571428
3697,20000000,"['Action', 'Crime', 'Drama', 'Thriller']",1266,tt0421073,11.213,2008-04-10,65569869,109.0,Street Kings,6.5,746,45569869.0,227.849345
3699,20000000,"['Thriller', 'Crime', 'Drama']",68812,tt1491044,10.123,2012-09-01,1969193,105.0,The Iceman,6.5,618,-18030807.0,-90.154035
3701,38000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",193,tt0111280,7.26,1994-11-18,120000000,118.0,Star Trek: Generations,6.5,728,82000000.0,215.78947368421052
3703,8,"['Fantasy', 'Horror', 'Thriller']",11980,tt0114194,7.206,1995-09-01,16,98.0,The Prophecy,6.5,244,8.0,100.0
3704,7000000,"['Comedy', 'Drama', 'Romance']",13665,tt0082031,6.742000000000001,1981-07-17,95461682,97.0,Arthur,6.5,217,88461682.0,1263.7383142857143
3705,27000000,"['Action', 'Science Fiction', 'Thriller']",865,tt0093894,15.555,1987-11-13,38122105,101.0,The Running Man,6.5,1267,11122105.0,41.19298148148148
3706,25000000,"['Drama', 'Comedy']",9779,tt0403508,9.441,2005-06-01,39053061,119.0,The Sisterhood of the Traveling Pants,6.5,873,14053061.0,56.212244
3707,22000000,"['Action', 'Thriller']",204082,tt2312718,16.002,2013-11-12,43058898,100.0,Homefront,6.5,1579,21058898.0,95.72226363636364
3708,23000000,['Comedy'],252838,tt0884732,14.663,2015-01-16,79799880,101.0,The Wedding Ringer,6.5,1062,56799880.0,246.956
3711,90000000,"['Adventure', 'Family', 'Fantasy', 'Drama']",8204,tt0416236,7.8660000000000005,2008-02-14,162839667,95.0,The Spiderwick Chronicles,6.5,1564,72839667.0,80.93296333333333
3713,42000000,"['Crime', 'Thriller']",401469,tt4218572,10.414000000000001,2018-11-06,73866088,129.0,Widows,6.5,1296,31866088.0,75.8716380952381
3716,31000000,"['Drama', 'Thriller']",1945,tt0110638,7.215,1994-12-23,106683817,112.0,Nell,6.5,262,75683817.0,244.14134516129033
3717,130000000,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",8961,tt0172156,19.840999999999998,2003-07-18,273339556,147.0,Bad Boys II,6.5,3102,143339556.0,110.26119692307692
3720,30000000,"['Comedy', 'Crime']",36593,tt0110622,13.032,1994-03-18,51132598,83.0,Naked Gun 33⅓: The Final Insult,6.5,1095,21132598.0,70.44199333333333
3721,27500000,"['Drama', 'Thriller']",5125,tt0804522,16.771,2007-09-07,24748670,120.0,Rendition,6.5,379,-2751330.0,-10.004836363636363
3723,10000000,"['Horror', 'Drama', 'Thriller', 'Mystery']",2046,tt0219699,12.363,2000-12-22,12008642,111.0,The Gift,6.5,630,2008642.0,20.08642
3725,10000000,"['Crime', 'Comedy']",2360,tt0195234,7.497999999999999,2000-01-24,26330482,93.0,Saving Grace,6.5,245,16330482.0,163.30482
3726,1500000,"['Action', 'Thriller']",10222,tt0097659,10.945,1989-04-20,14697005,97.0,Kickboxer,6.5,571,13197005.0,879.8003333333334
3728,19000000,['Comedy'],474335,tt7334528,7.859,2018-06-27,17665000,103.0,Uncle Drew,6.5,265,-1335000.0,-7.026315789473685
3729,80000000,"['Comedy', 'Romance']",50546,tt1564367,11.995,2011-02-10,214918407,117.0,Just Go with It,6.5,3395,134918407.0,168.64800875
3730,62000000,"['Thriller', 'Action', 'Crime']",345887,tt3766354,16.965999999999998,2018-07-19,102084362,122.0,The Equalizer 2,6.5,2543,40084362.0,64.65219677419356
3731,12156348,"['War', 'Comedy']",392142,tt5091538,5.492000000000001,2016-11-01,7900000,98.0,Max & Leon,6.5,529,-4256348.0,-35.01337737287547
3733,12000,"['Comedy', 'Crime']",692,tt0069089,6.53,1972-03-12,6000000,92.0,Pink Flamingos,6.5,232,5988000.0,49900.0
3734,44000000,"['Action', 'Adventure', 'Thriller', 'War']",1369,tt0089880,18.552,1985-05-21,300400432,96.0,Rambo: First Blood Part II,6.5,1951,256400432.0,582.7282545454545
3735,50000000,"['Drama', 'Thriller']",231,tt0365737,10.832,2005-11-23,93974620,128.0,Syriana,6.5,789,43974620.0,87.94923999999999
3739,11000000,"['Comedy', 'Romance']",2105,tt0163651,19.988,1999-07-09,235483004,95.0,American Pie,6.5,4868,224483004.0,2040.754581818182
3740,33000000,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",19898,tt1188729,14.735,2009-09-08,20645327,108.0,Pandorum,6.5,1368,-12354673.0,-37.43840303030303
3741,38000000,"['Drama', 'Thriller']",1957,tt0278435,9.927,2002-05-21,51801187,114.0,Enough,6.5,589,13801187.0,36.31891315789474
3744,32000000,"['Comedy', 'Romance']",20857,tt0180734,7.519,2001-09-14,40222729,106.0,Hardball,6.5,273,8222729.0,25.696028124999998
3746,2000000,['Drama'],11023,tt0328538,10.652999999999999,2003-08-20,4601043,100.0,Thirteen,6.5,889,2601043.0,130.05215
3747,50000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",10782,tt0264395,11.273,2003-04-18,42792561,98.0,Basic,6.5,559,-7207439.0,-14.414878
3749,7000000,"['Adventure', 'Action', 'Thriller']",682,tt0071807,19.366,1974-12-01,97572000,125.0,The Man with the Golden Gun,6.5,1016,90572000.0,1293.8857142857144
3750,30000000,['Drama'],9763,tt0380389,12.045,2005-09-29,27610873,118.0,Goal! The Dream Begins,6.5,596,-2389127.0,-7.963756666666668
3751,8,"['Drama', 'Comedy', 'Romance']",14055,tt0477095,6.559,2006-09-13,21,92.0,Starter for 10,6.5,229,13.0,162.5
3752,60000000,"['Horror', 'Science Fiction', 'Mystery']",8413,tt0119081,11.907,1997-08-15,26673242,96.0,Event Horizon,6.5,1401,-33326758.0,-55.54459666666667
3753,35000000,"['Romance', 'Adventure', 'Drama']",290512,tt2226597,11.770999999999999,2017-10-05,62832209,109.0,The Mountain Between Us,6.5,1392,27832209.0,79.52059714285714
3755,1500000,"['Horror', 'Mystery', 'Science Fiction']",23963,tt1226681,7.606,2009-03-06,32000,96.0,Pontypool,6.5,337,-1468000.0,-97.86666666666667
3756,22000000,"['Mystery', 'Thriller']",204922,tt1726592,14.091,2014-09-03,15447154,92.0,Before I Go to Sleep,6.5,1236,-6552846.0,-29.785663636363637
3757,38000000,"['Adventure', 'Drama']",309302,tt2909116,5.577000000000001,2015-02-19,123205624,116.0,Wolf Totem,6.5,224,85205624.0,224.2253263157895
3758,30000000,"['Comedy', 'Romance', 'Drama']",9870,tt0800039,12.129000000000001,2008-04-17,105173115,111.0,Forgetting Sarah Marshall,6.5,2172,75173115.0,250.57705
3759,10000000,"['Comedy', 'Family']",10414,tt0104868,7.108,1992-10-02,50752337,101.0,The Mighty Ducks,6.5,415,40752337.0,407.52337
3763,60000000,"['Crime', 'Drama', 'Thriller', 'Action']",75780,tt0790724,22.424,2012-12-20,218340595,130.0,Jack Reacher,6.5,4508,158340595.0,263.9009916666667
3764,2000000,"['Drama', 'Horror']",242224,tt2321549,14.632,2014-05-22,10312540,94.0,The Babadook,6.4,3955,8312540.0,415.627
3765,38000000,"['Comedy', 'Romance']",20943,tt1142988,12.008,2009-07-24,205298907,96.0,The Ugly Truth,6.4,2259,167298907.0,440.2602815789474
3767,9000000,['Drama'],376866,tt1619029,9.577,2016-12-02,13960394,100.0,Jackie,6.5,1585,4960394.0,55.11548888888888
3768,25000000,"['Romance', 'Drama', 'Comedy']",1909,tt0112883,12.433,1994-10-12,22200000,97.0,Don Juan DeMarco,6.4,403,-2800000.0,-11.200000000000001
3769,10000000,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",15301,tt0086491,7.8660000000000005,1983-06-24,29450919,101.0,Twilight Zone: The Movie,6.4,372,19450919.0,194.50919
3770,15000000,"['Thriller', 'Crime', 'Mystery']",6687,tt0800241,7.7989999999999995,2008-01-18,5926410,111.0,Transsiberian,6.4,372,-9073590.0,-60.49060000000001
3772,245000000,"['Action', 'Adventure', 'Crime']",206647,tt2379713,36.439,2015-10-26,880674609,148.0,Spectre,6.4,7280,635674609.0,259.45902408163266
3773,95000000,"['Action', 'Adventure']",9342,tt0120746,13.216,1998-07-16,250288523,136.0,The Mask of Zorro,6.4,2500,155288523.0,163.46160315789473
3774,25000000,"['Comedy', 'Romance', 'Drama']",7211,tt0480242,7.005,2007-10-26,68377859,98.0,Dan in Real Life,6.4,668,43377859.0,173.511436
3776,13000000,"['Comedy', 'Drama', 'Romance']",8952,tt1045772,8.316,2009-01-18,20722843,98.0,I Love You Phillip Morris,6.4,975,7722843.0,59.40648461538461
3777,50000000,"['Comedy', 'Drama', 'Family']",15739,tt0083564,11.245,1982-06-18,57059003,127.0,Annie,6.4,404,7059003.0,14.118006
3779,20000000,"['Comedy', 'Thriller', 'Crime', 'Action']",9414,tt0120483,6.5489999999999995,1997-11-14,13801755,97.0,The Man Who Knew Too Little,6.4,240,-6198245.0,-30.991225
3780,38000000,"['Adventure', 'Animation', 'Family', 'Fantasy']",10539,tt0116683,13.323,1996-04-12,28921264,79.0,James and the Giant Peach,6.4,763,-9078736.0,-23.89141052631579
3781,250000,"['Drama', 'Romance']",60420,tt1758692,8.767999999999999,2011-10-28,3542353,90.0,Like Crazy,6.4,701,3292353.0,1316.9412
3782,60000000,"['Crime', 'Thriller', 'Drama']",1965,tt0120787,8.696,1998-06-05,128038368,107.0,A Perfect Murder,6.4,672,68038368.0,113.39728
3783,6000000,"['Comedy', 'Drama', 'Romance']",242042,tt2355495,7.78,2014-02-02,15071,90.0,Barefoot,6.4,385,-5984929.0,-99.74881666666666
3785,115000000,"['Adventure', 'Action', 'Science Fiction']",1893,tt0120915,16.426,1999-05-19,924317558,136.0,Star Wars: Episode I - The Phantom Menace,6.4,9128,809317558.0,703.7543982608696
3786,75000000,"['Action', 'Thriller', 'Crime']",8909,tt0493464,20.666999999999998,2008-06-19,258270008,110.0,Wanted,6.4,4652,183270008.0,244.36001066666665
3787,80000000,"['Comedy', 'Crime']",9535,tt0122933,11.015999999999998,1999-03-05,176885658,103.0,Analyze This,6.4,999,96885658.0,121.10707249999999
3788,45000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",9944,tt0107798,10.067,1993-12-16,195268056,141.0,The Pelican Brief,6.4,760,150268056.0,333.92901333333333
3790,115000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",68724,tt1535108,17.886,2013-08-07,286140700,109.0,Elysium,6.4,5917,171140700.0,148.818
3791,70000000,"['Comedy', 'Drama', 'Romance']",8488,tt0386588,12.975999999999999,2005-02-11,368100420,118.0,Hitch,6.4,3547,298100420.0,425.8577428571429
3792,7500000,"['Comedy', 'Romance', 'Science Fiction']",11814,tt0090305,7.46,1985-08-01,38934048,94.0,Weird Science,6.4,743,31434048.0,419.12064000000004
3793,45000000,"['Comedy', 'Crime', 'Action']",1493,tt0212346,13.241,2000-12-14,212000000,111.0,Miss Congeniality,6.4,2239,167000000.0,371.11111111111114
3794,100000000,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",22972,tt0947810,14.004000000000001,2010-03-11,94882889,115.0,Green Zone,6.4,1342,-5117111.0,-5.1171109999999995
3795,27000000,"['Mystery', 'Thriller', 'Crime']",16617,tt0297284,12.624,2004-05-07,21148829,106.0,Mindhunters,6.4,644,-5851171.0,-21.671003703703704
3796,380000000,"['Adventure', 'Action', 'Fantasy']",1865,tt1298650,24.869,2011-05-14,1045713802,136.0,Pirates of the Caribbean: On Stranger Tides,6.4,9438,665713802.0,175.18784263157895
3797,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",6950,tt0114069,14.932,1995-03-10,189859560,127.0,Outbreak,6.4,1042,139859560.0,279.71912
3798,26000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",1551,tt0099582,12.652000000000001,1990-08-10,61489265,115.0,Flatliners,6.4,854,35489265.0,136.49717307692308
3800,14000000,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",11596,tt0111686,9.711,1994-10-13,18090181,112.0,New Nightmare,6.4,693,4090181.0,29.21557857142857
3802,60000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9664,tt0454824,8.192,2006-09-22,17834865,138.0,Flyboys,6.4,457,-42165135.0,-70.27522499999999
3803,19000000,"['Horror', 'Science Fiction']",9599,tt0094761,10.095,1988-08-05,8247943,95.0,The Blob,6.4,384,-10752057.0,-56.589773684210535
3806,28000000,['Comedy'],15373,tt0430922,8.908,2008-11-07,92380927,100.0,Role Models,6.4,1064,64380927.0,229.93188214285715
3807,50000000,"['Horror', 'Mystery']",588,tt0384537,14.964,2006-04-21,97607453,125.0,Silent Hill,6.4,2463,47607453.0,95.214906
3808,27000000,"['Thriller', 'Drama']",303858,tt2241351,10.38,2016-05-12,93282604,98.0,Money Monster,6.4,2069,66282604.0,245.49112592592596
3809,3500000,"['Drama', 'Action', 'Comedy', 'Crime']",34769,tt1303828,7.002999999999999,2009-09-12,44462,101.0,Defendor,6.4,320,-3455538.0,-98.72965714285714
3812,18000000,['Comedy'],1281,tt0118689,14.286,1997-07-03,251212670,85.0,Bean,6.4,1425,233212670.0,1295.6259444444445
3813,10000000,"['Drama', 'Romance']",1989,tt0765120,10.405,2007-11-28,21786738,95.0,My Blueberry Nights,6.4,399,11786738.0,117.86738000000001
3814,42000000,"['Action', 'Adventure', 'Science Fiction', 'Family']",10249,tt0102803,7.575,1991-06-21,62000000,108.0,The Rocketeer,6.4,464,20000000.0,47.61904761904761
3817,105000000,"['Action', 'Science Fiction']",2789,tt0296572,5.385,2004-06-11,115772733,119.0,The Chronicles of Riddick,6.4,2545,10772733.0,10.259745714285714
3818,80000000,"['Action', 'Drama', 'History', 'Thriller']",300673,tt2025690,10.649000000000001,2016-01-25,52099090,114.0,The Finest Hours,6.4,1035,-27900910.0,-34.8761375
3820,22000000,"['Comedy', 'Fantasy', 'Horror', 'Drama']",6069,tt0094332,10.530999999999999,1987-06-12,63766510,118.0,The Witches of Eastwick,6.4,706,41766510.0,189.84777272727274
3821,27000000,"['Comedy', 'Western']",1406,tt0101587,8.445,1991-06-07,179033791,112.0,City Slickers,6.4,417,152033791.0,563.0881148148148
3823,73000000,"['Adventure', 'Action', 'Science Fiction']",330,tt0119567,0.867,1997-05-23,618638999,129.0,The Lost World: Jurassic Park,6.4,5006,545638999.0,747.4506835616438
3824,35000000,"['Comedy', 'Romance', 'Drama']",11622,tt0124298,11.504000000000001,1999-02-12,40263020,112.0,Blast from the Past,6.4,490,5263020.0,15.0372
3825,100000000,"['Action', 'Thriller']",44048,tt0477080,13.085999999999999,2010-11-04,167805466,98.0,Unstoppable,6.4,2120,67805466.0,67.80546600000001
3826,16500000,['Comedy'],10760,tt0815244,7.978,2007-09-21,13620075,108.0,Sydney White,6.4,699,-2879925.0,-17.454090909090908
3828,18000000,['Comedy'],8835,tt0250494,12.29,2001-07-13,141774679,96.0,Legally Blonde,6.4,2068,123774679.0,687.6371055555555
3829,40000000,['Drama'],10060,tt0430308,8.7,2005-11-09,46442528,117.0,Get Rich or Die Tryin',6.4,422,6442528.0,16.10632
3831,20000000,"['Drama', 'Comedy']",295964,tt2503944,12.423,2015-10-02,36606743,100.0,Burnt,6.4,2057,16606743.0,83.033715
3832,30000000,"['Comedy', 'Drama', 'Romance']",339397,tt4513674,10.785,2016-05-11,43763247,97.0,Café Society,6.4,1735,13763247.0,45.87749
3833,19000000,"['Crime', 'Drama', 'Horror', 'Thriller']",8643,tt0404032,17.936,2005-09-09,144216468,122.0,The Exorcism of Emily Rose,6.4,1592,125216468.0,659.0340421052631
3834,8000000,"['Comedy', 'Action', 'Romance']",333385,tt2091935,10.354000000000001,2016-02-29,34694,95.0,Mr. Right,6.4,844,-7965306.0,-99.566325
3835,100000000,"['Drama', 'History', 'War', 'Thriller', 'Mystery']",8665,tt0267626,9.301,2002-07-19,35168966,138.0,K-19: The Widowmaker,6.4,509,-64831034.0,-64.831034
3836,1000000,['Horror'],11298,tt0082533,8.363999999999999,1981-03-13,17985893,91.0,The Howling,6.4,327,16985893.0,1698.5893
3837,18000000,"['Action', 'Drama', 'Western']",13249,tt0479537,11.795,2006-09-13,1196307,115.0,Seraphim Falls,6.4,291,-16803693.0,-93.35385000000001
3838,10000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",88005,tt1307068,13.485999999999999,2012-06-22,9636289,101.0,Seeking a Friend for the End of the World,6.4,1233,-363711.0,-3.6371100000000003
3839,25000000,['Drama'],17707,tt0120620,7.2589999999999995,1999-08-13,13000000,100.0,Brokedown Palace,6.4,202,-12000000.0,-48.0
3840,60000000,['Drama'],10052,tt0259288,13.927,2002-02-22,52322400,104.0,Dragonfly,6.4,448,-7677600.0,-12.796
3841,80000000,"['Comedy', 'Animation', 'Family']",7518,tt0327084,17.486,2006-05-17,343397247,83.0,Over the Hedge,6.4,2718,263397247.0,329.24655875
3845,30000000,"['Drama', 'Family', 'Romance']",13967,tt0482546,8.965,2006-12-03,35078241,92.0,Miss Potter,6.4,280,5078241.0,16.92747
3846,28000000,['Comedy'],137093,tt1204975,7.659,2013-10-31,134402450,105.0,Last Vegas,6.4,1350,106402450.0,380.00875
3848,37000000,"['Comedy', 'Fantasy']",2978,tt0097428,15.607999999999999,1989-06-16,215394738,108.0,Ghostbusters II,6.4,2435,178394738.0,482.1479405405405
3849,10000000,"['Drama', 'Comedy']",268238,tt2555736,7.6610000000000005,2015-02-26,85978266,122.0,The Second Best Exotic Marigold Hotel,6.4,457,75978266.0,759.7826600000001
3850,20000000,"['Comedy', 'Romance']",63492,tt0770703,10.17,2011-09-30,30426096,106.0,What's Your Number?,6.4,1421,10426096.0,52.13048
3851,12000000,"['Animation', 'Family']",10800,tt0944834,6.765,2008-03-19,12235843,80.0,Dragon Hunters,6.4,245,235843.0,1.965358333333333
3852,35000000,"['Science Fiction', 'Adventure', 'Mystery']",152,tt0079945,14.140999999999998,1979-12-07,139000000,132.0,Star Trek: The Motion Picture,6.4,940,104000000.0,297.14285714285717
3854,12000000,['Comedy'],57214,tt1636826,13.218,2012-03-01,100000000,88.0,Project X,6.4,3313,88000000.0,733.3333333333333
3855,35000000,"['Comedy', 'Romance']",95610,tt1473832,9.477,2016-09-14,211952420,123.0,Bridget Jones's Baby,6.4,2032,176952420.0,505.5783428571429
3856,38000000,"['Horror', 'Mystery', 'Thriller']",622,tt0142688,13.359000000000002,1999-08-25,58401898,133.0,The Ninth Gate,6.4,1645,20401898.0,53.68920526315789
3857,9458736,['Comedy'],331836,tt4400058,6.8420000000000005,2015-12-02,22832174,93.0,Babysitting 2,6.4,891,13373438.0,141.38715786126178
3858,48000000,"['Action', 'Adventure', 'Comedy']",458897,tt5033998,110.74,2019-11-14,70960003,118.0,Charlie's Angels,6.4,555,22960003.0,47.833339583333334
3859,2000000,"['Crime', 'Drama', 'Thriller', 'Action']",7873,tt0433387,9.087,2005-09-11,5967038,120.0,Harsh Times,6.4,350,3967038.0,198.3519
3860,25000000,"['Family', 'Science Fiction']",9872,tt0089114,6.465,1985-07-12,9873044,109.0,Explorers,6.4,242,-15126956.0,-60.507824
3861,16000000,"['Action', 'Science Fiction', 'Crime']",9556,tt0099365,7.915,1990-08-24,48878502,96.0,Darkman,6.4,669,32878502.0,205.4906375
3862,8000000,"['Action', 'Comedy']",44147,tt1235189,7.355,2010-06-17,3453043,98.0,Wild Target,6.4,391,-4546957.0,-56.8369625
3864,225000000,"['Action', 'Comedy', 'Science Fiction']",41154,tt1409024,19.142,2012-05-23,624026776,106.0,Men in Black 3,6.4,7124,399026776.0,177.34523377777776
3865,50000000,['Comedy'],10393,tt0191397,7.045,2000-08-07,50054511,118.0,The Replacements,6.4,453,54511.0,0.10902200000000001
3867,40000000,"['Comedy', 'Romance', 'Drama']",10184,tt1001508,13.050999999999998,2009-02-06,178866158,129.0,He's Just Not That Into You,6.4,2247,138866158.0,347.165395
3868,53000000,"['Drama', 'Crime']",261023,tt1355683,13.612,2015-09-04,98837872,122.0,Black Mass,6.4,2221,45837872.0,86.48655094339622
3869,15000000,"['Fantasy', 'Horror']",9100,tt0115963,8.6,1996-05-03,24769466,101.0,The Craft,6.4,821,9769466.0,65.12977333333333
3871,100000000,"['Family', 'Fantasy', 'Science Fiction']",16523,tt0386117,10.162,2009-10-16,100086793,101.0,Where the Wild Things Are,6.4,1096,86793.0,0.08679300000000001
3872,16000000,"['Science Fiction', 'Mystery']",10540,tt0082869,7.942,1981-05-22,17374595,112.0,Outland,6.4,286,1374595.0,8.59121875
3873,14000000,['Thriller'],72784,tt1850397,17.069000000000003,2014-10-14,10076790,108.0,The Loft,6.4,848,-3923210.0,-28.022928571428572
3875,30000000,"['Drama', 'History', 'Thriller']",61891,tt1521197,8.72,2011-10-21,15395087,130.0,Anonymous,6.4,471,-14604913.0,-48.68304333333333
3876,500000,"['Drama', 'Horror', 'Romance']",10894,tt0303361,9.02,2002-01-13,150277,93.0,May,6.4,307,-349723.0,-69.94460000000001
3877,30000000,"['Thriller', 'Drama', 'Mystery']",3594,tt0481369,13.574000000000002,2007-02-23,77566815,101.0,The Number 23,6.4,2030,47566815.0,158.55605
3878,20000000,"['Comedy', 'Fantasy', 'Romance']",12797,tt0995039,7.206,2008-09-19,27074492,102.0,Ghost Town,6.4,523,7074492.0,35.37246
3881,13000000,"['History', 'Drama']",71688,tt1007029,10.052,2011-12-30,114956699,105.0,The Iron Lady,6.4,1042,101956699.0,784.2823
3883,11000000,['Comedy'],15596,tt0090685,6.712999999999999,1986-06-13,91258000,96.0,Back to School,6.4,216,80258000.0,729.6181818181818
3884,70000000,"['Animation', 'Family']",73723,tt1482459,22.105,2012-03-01,348840316,86.0,The Lorax,6.4,2063,278840316.0,398.34330857142857
3886,40000000,"['Comedy', 'Romance']",9522,tt0396269,13.512,2005-07-13,285176741,119.0,Wedding Crashers,6.4,2780,245176741.0,612.9418525
3889,10000000,"['Thriller', 'Horror']",424139,tt1502407,17.563,2018-10-18,253688035,106.0,Halloween,6.4,2539,243688035.0,2436.88035
3890,11000000,"['Comedy', 'Music', 'Romance']",9768,tt0099329,10.639000000000001,1990-04-05,8266343,85.0,Cry-Baby,6.4,850,-2733657.0,-24.85142727272727
3892,7800000,"['Crime', 'Thriller']",302,tt0324133,7.07,2003-05-18,22441323,102.0,Swimming Pool,6.4,324,14641323.0,187.70926923076922
