,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,gross_profit,ROI (%),qty_of_genres,weighted_budget,weighted_ROI,release_year
744,27000000,"['Mystery', 'Science Fiction']",2666,tt0118929,17.105999999999998,1998-02-27,27200316,100.0,Dark City,7.4,1533,200316.0,0.74,2,13500000.0,0.37,1998
745,1200000,"['Horror', 'Mystery', 'Crime']",176,tt0387564,23.145,2004-10-01,103911669,103.0,Saw,7.4,5401,102711669.0,8559.31,3,400000.0,2853.1,2004
746,75000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",420814,tt4575576,12.214,2018-08-02,99138899,104.0,Christopher Robin,7.4,1672,24138899.0,32.19,4,18750000.0,8.05,2018
747,7000000,"['Drama', 'Romance']",152603,tt1714915,10.779000000000002,2013-12-12,7600000,123.0,Only Lovers Left Alive,7.4,1227,600000.0,8.57,2,3500000.0,4.28,2013
748,14000000,"['Drama', 'Romance', 'Thriller', 'History']",318781,tt4005402,9.164,2016-02-12,3621046,106.0,Colonia,7.4,1215,-10378954.0,-74.14,4,3500000.0,-18.54,2016
749,25000000,['Drama'],590,tt0274558,9.029,2002-12-27,41597830,114.0,The Hours,7.4,990,16597830.0,66.39,1,25000000.0,66.39,2002
750,180000000,"['Adventure', 'Family', 'Fantasy']",259316,tt3183660,32.019,2016-11-16,809342332,133.0,Fantastic Beasts and Where to Find Them,7.4,13385,629342332.0,349.63,3,60000000.0,116.54,2016
751,3000000,"['Drama', 'Romance']",1791,tt0254686,9.627,2001-07-21,9801375,131.0,The Piano Teacher,7.4,477,6801375.0,226.71,2,1500000.0,113.36,2001
752,2000000,"['Drama', 'Adventure', 'Thriller']",10669,tt0068473,8.199,1972-07-30,46122355,109.0,Deliverance,7.4,827,44122355.0,2206.12,3,666666.67,735.37,1972
753,25000000,"['Drama', 'History']",11499,tt0870111,8.844,2008-10-15,18593156,122.0,Frost/Nixon,7.4,670,-6406844.0,-25.63,2,12500000.0,-12.82,2008
754,13000000,"['Comedy', 'Drama', 'War']",801,tt0093105,10.468,1987-12-23,123922370,121.0,"Good Morning, Vietnam",7.3,1406,110922370.0,853.25,3,4333333.33,284.42,1987
755,7000000,"['Romance', 'Drama']",306745,tt1658801,8.602,2015-10-02,573335,103.0,Freeheld,7.4,397,-6426665.0,-91.81,2,3500000.0,-45.9,2015
756,12000000,['Drama'],392982,tt5301662,9.552999999999999,2017-10-13,10051659,118.0,Marshall,7.4,296,-1948341.0,-16.24,1,12000000.0,-16.24,2017
757,37000000,['Drama'],312221,tt3076658,14.863,2015-11-25,173567581,133.0,Creed,7.4,4497,136567581.0,369.1,1,37000000.0,369.1,2015
758,5000000,"['Action', 'Thriller', 'Science Fiction', 'Horror']",500664,tt6499752,18.999000000000002,2018-06-01,11871365,100.0,Upgrade,7.4,1773,6871365.0,137.43,4,1250000.0,34.36,2018
759,30000000,['Science Fiction'],17654,tt1136608,12.735,2009-08-05,210819611,112.0,District 9,7.4,6026,180819611.0,602.73,1,30000000.0,602.73,2009
760,11000000,['Drama'],249164,tt1355630,14.873,2014-08-21,78874843,106.0,If I Stay,7.3,2984,67874843.0,617.04,1,11000000.0,617.04,2014
761,7000000,"['Comedy', 'Drama']",340,tt0404030,8.06,2005-09-16,2697930,106.0,Everything is Illuminated,7.4,439,-4302070.0,-61.46,2,3500000.0,-30.73,2005
762,7000000,"['Thriller', 'Drama', 'Crime', 'Horror']",1359,tt0144084,19.668,2000-04-13,34266564,102.0,American Psycho,7.3,5056,27266564.0,389.52,4,1750000.0,97.38,2000
763,6000000,"['Drama', 'Music', 'Romance']",88,tt0092890,23.936,1987-08-21,213893795,100.0,Dirty Dancing,7.3,3575,207893795.0,3464.9,3,2000000.0,1154.97,1987
764,68000000,"['War', 'History', 'Romance', 'Drama', 'Action']",853,tt0215750,15.82,2001-03-14,96976270,131.0,Enemy at the Gates,7.3,1951,28976270.0,42.61,5,13600000.0,8.52,2001
765,40000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9361,tt0104691,12.485999999999999,1992-09-25,75505856,112.0,The Last of the Mohicans,7.3,1608,35505856.0,88.76,6,6666666.67,14.79,1992
766,258157,"['Comedy', 'Drama']",437586,tt5613484,9.616,2018-10-19,6897446,86.0,mid90s,7.3,548,6639289.0,2571.8,2,129078.5,1285.9,2018
767,10000000,"['Action', 'Comedy']",12207,tt0111512,9.892000000000001,1994-02-03,11555430,102.0,The Legend of Drunken Master,7.3,438,1555430.0,15.55,2,5000000.0,7.78,1994
768,20000000,"['History', 'Drama']",10139,tt1013753,9.249,2008-11-05,54586584,129.0,Milk,7.3,1296,34586584.0,172.93,2,10000000.0,86.46,2008
769,190000000,"['Action', 'Adventure', 'Science Fiction']",54138,tt1408101,13.806,2013-05-05,467365246,132.0,Star Trek Into Darkness,7.3,6669,277365246.0,145.98,3,63333333.33,48.66,2013
770,15000000,"['Drama', 'Thriller', 'Crime', 'Romance']",116,tt0416320,15.577,2005-10-26,85306374,124.0,Match Point,7.3,2468,70306374.0,468.71,4,3750000.0,117.18,2005
771,51500000,"['Thriller', 'Crime', 'Mystery']",2252,tt0765443,13.588,2007-09-14,56106607,100.0,Eastern Promises,7.3,1786,4606607.0,8.94,3,17166666.67,2.98,2007
772,13000000,"['Fantasy', 'Drama']",34647,tt1191111,8.682,2009-06-17,754249,161.0,Enter the Void,7.3,925,-12245751.0,-94.2,2,6500000.0,-47.1,2009
773,25130430,"['Action', 'Drama']",256040,tt2631186,9.295,2015-07-10,90747520,158.0,Bahubali: The Beginning,7.3,268,65617090.0,261.11,2,12565215.0,130.56,2015
774,25000000,['Drama'],45317,tt0964517,13.584000000000001,2010-12-17,93617009,116.0,The Fighter,7.3,2630,68617009.0,274.47,1,25000000.0,274.47,2010
775,34000000,"['Crime', 'Drama', 'Thriller', 'History']",407448,tt5390504,7.602,2017-07-28,16790139,143.0,Detroit,7.3,946,-17209861.0,-50.62,4,8500000.0,-12.66,2017
776,178000000,"['Action', 'Adventure']",353081,tt4912910,29.138,2018-07-13,791017452,148.0,Mission: Impossible - Fallout,7.3,4648,613017452.0,344.39,2,89000000.0,172.2,2018
777,11000000,"['Drama', 'Mystery']",152780,tt2404461,5.835,2013-05-17,10631747,130.0,The Past,7.3,286,-368253.0,-3.35,2,5500000.0,-1.68,2013
778,30000000,"['Drama', 'History']",399404,tt4555426,14.526,2017-11-22,147568410,125.0,Darkest Hour,7.3,3127,117568410.0,391.89,2,15000000.0,195.94,2017
779,26000000,"['Drama', 'Romance']",239571,tt1972779,9.52,2014-10-16,35926213,117.0,The Best of Me,7.3,1711,9926213.0,38.18,2,13000000.0,19.09,2014
780,10000000,"['Drama', 'Mystery']",1923,tt0105665,10.238999999999999,1992-06-03,4160851,135.0,Twin Peaks: Fire Walk with Me,7.3,987,-5839149.0,-58.39,2,5000000.0,-29.2,1992
781,20000000,['Drama'],7979,tt0419887,7.8020000000000005,2007-10-04,73276047,128.0,The Kite Runner,7.3,760,53276047.0,266.38,1,20000000.0,266.38,2007
782,80000000,"['Crime', 'Drama', 'Thriller']",4147,tt0257044,9.406,2002-07-12,181001478,117.0,Road to Perdition,7.3,2070,101001478.0,126.25,3,26666666.67,42.08,2002
783,22000000,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Adventure']",381289,tt1753383,10.027000000000001,2017-01-19,194647323,100.0,A Dog's Purpose,7.3,1782,172647323.0,784.76,5,4400000.0,156.95,2017
784,5000000,['Drama'],329819,tt3791302,5.38,2015-05-13,26144,119.0,Standing Tall,7.3,319,-4973856.0,-99.48,1,5000000.0,-99.48,2015
785,24000000,"['Comedy', 'Drama']",177,tt0101889,8.964,1991-09-09,41895491,138.0,The Fisher King,7.3,719,17895491.0,74.56,2,12000000.0,37.28,1991
786,25000000,"['Action', 'Thriller']",8681,tt0936501,21.473000000000003,2008-02-18,226830568,94.0,Taken,7.3,7467,201830568.0,807.32,2,12500000.0,403.66,2008
787,17000000,"['Adventure', 'Drama', 'Action', 'Romance']",146,tt0190332,13.822000000000001,2000-07-06,213525736,120.0,"Crouching Tiger, Hidden Dragon",7.3,1799,196525736.0,1156.03,4,4250000.0,289.01,2000
788,30000000,['Drama'],10024,tt1078588,11.787,2009-06-26,95714875,109.0,My Sister's Keeper,7.3,1298,65714875.0,219.05,1,30000000.0,219.05,2009
789,2800000,"['Horror', 'Thriller']",794,tt0075005,14.662,1976-06-06,60922980,111.0,The Omen,7.3,983,58122980.0,2075.82,2,1400000.0,1037.91,1976
790,120000000,"['Adventure', 'Drama', 'Action']",87827,tt0454876,17.07,2012-11-20,609016565,127.0,Life of Pi,7.3,9470,489016565.0,407.51,3,40000000.0,135.84,2012
791,2135161,"['Mystery', 'Thriller']",506,tt0058329,9.995,1964-07-09,7000000,130.0,Marnie,7.3,520,4864839.0,227.84,2,1067580.5,113.92,1964
792,900000,['Drama'],266,tt0057345,10.038,1963-10-29,528428,103.0,Contempt,7.3,346,-371572.0,-41.29,1,900000.0,-41.29,1963
793,350000,['Horror'],764,tt0083907,14.292,1981-10-15,29400000,85.0,The Evil Dead,7.3,1977,29050000.0,8300.0,1,350000.0,8300.0,1981
794,100000,['Comedy'],9267,tt0066765,6.513,1971-09-28,7000,88.0,And Now for Something Completely Different,7.3,270,-93000.0,-93.0,1,100000.0,-93.0,1971
795,26000000,"['Action', 'Adventure', 'Comedy']",134,tt0190590,12.67,2000-08-30,71868327,106.0,"O Brother, Where Art Thou?",7.3,2254,45868327.0,176.42,3,8666666.67,58.81,2000
796,25000000,"['Crime', 'Drama', 'Thriller']",37094,tt0106856,12.690999999999999,1993-02-26,40903593,113.0,Falling Down,7.3,1769,15903593.0,63.61,3,8333333.33,21.2,1993
797,2600000,"['Western', 'Comedy']",11072,tt0071230,13.408,1974-02-07,119601481,93.0,Blazing Saddles,7.3,1048,117001481.0,4500.06,2,1300000.0,2250.03,1974
798,52000000,['Drama'],462,tt0195685,12.118,2000-03-17,256271286,131.0,Erin Brockovich,7.3,1714,204271286.0,392.83,1,52000000.0,392.83,2000
799,20000000,"['Comedy', 'Drama']",2639,tt0118954,9.555,1997-12-12,10686841,96.0,Deconstructing Harry,7.3,405,-9313159.0,-46.57,2,10000000.0,-23.28,1997
800,14000000,"['Romance', 'Comedy']",114,tt0100405,16.111,1990-03-23,463000000,119.0,Pretty Woman,7.3,4342,449000000.0,3207.14,2,7000000.0,1603.57,1990
801,12902809,"['Action', 'History', 'Drama']",37472,tt1386932,3.535,2010-04-21,36000000,109.0,Ip Man 2,7.3,1177,23097191.0,179.01,3,4300936.33,59.67,2010
802,40000000,"['Animation', 'Family', 'Fantasy']",10144,tt0097757,20.636,1989-11-17,211343479,83.0,The Little Mermaid,7.3,4757,171343479.0,428.36,3,13333333.33,142.79,1989
803,2000000,"['Crime', 'Drama']",4816,tt0165798,8.309,1999-06-02,9400000,116.0,Ghost Dog: The Way of the Samurai,7.3,619,7400000.0,370.0,2,1000000.0,185.0,1999
804,15000000,['Drama'],44716,tt1340107,6.365,2010-08-26,13004198,118.0,In a Better World,7.3,214,-1995802.0,-13.31,1,15000000.0,-13.31,2010
805,30000000,"['Action', 'Crime', 'Thriller']",273481,tt3397884,20.338,2015-09-17,84025816,122.0,Sicario,7.3,4993,54025816.0,180.09,3,10000000.0,60.03,2015
806,53000000,"['Drama', 'Crime', 'Thriller']",22803,tt1197624,12.474,2009-10-15,126690726,109.0,Law Abiding Citizen,7.3,2931,73690726.0,139.04,3,17666666.67,46.35,2009
807,20000000,"['Drama', 'Crime', 'Thriller']",470,tt0315733,11.264000000000001,2003-09-06,60427839,124.0,21 Grams,7.3,1792,40427839.0,202.14,3,6666666.67,67.38,2003
808,12000000,"['Crime', 'Thriller', 'Drama']",184,tt0119396,14.142999999999999,1997-12-25,39673162,154.0,Jackie Brown,7.3,3620,27673162.0,230.61,3,4000000.0,76.87,1997
809,19000000,"['Crime', 'Drama', 'Mystery']",4771,tt0452623,11.835999999999999,2007-09-18,34619699,113.0,Gone Baby Gone,7.3,2176,15619699.0,82.21,3,6333333.33,27.4,2007
810,7000000,"['Comedy', 'Drama']",10149,tt0114478,9.522,1995-06-09,8349430,112.0,Smoke,7.3,232,1349430.0,19.28,2,3500000.0,9.64,1995
811,14000000,"['Drama', 'History']",245168,tt3077214,8.301,2015-10-16,16002420,106.0,Suffragette,7.3,1089,2002420.0,14.3,2,7000000.0,7.15,2015
812,17000000,"['Comedy', 'Music', 'Romance']",114150,tt1981677,18.320999999999998,2012-09-28,115350426,112.0,Pitch Perfect,7.3,4675,98350426.0,578.53,3,5666666.67,192.84,2012
813,90000000,"['Thriller', 'Crime', 'Mystery', 'Drama']",65754,tt1568346,16.948,2011-12-14,232617430,158.0,The Girl with the Dragon Tattoo,7.3,4395,142617430.0,158.46,4,22500000.0,39.62,2011
814,9000000,"['Drama', 'Fantasy', 'Western']",922,tt0112817,11.7,1995-12-23,103800000,121.0,Dead Man,7.3,806,94800000.0,1053.33,3,3000000.0,351.11,1995
815,90000000,"['Drama', 'Science Fiction', 'Mystery']",686,tt0118884,17.148,1997-07-11,171120329,150.0,Contact,7.3,2467,81120329.0,90.13,3,30000000.0,30.04,1997
816,15000000,"['Comedy', 'Thriller', 'Crime', 'Mystery']",15196,tt0088930,11.267000000000001,1985-12-13,14643997,94.0,Clue,7.3,760,-356003.0,-2.37,4,3750000.0,-0.59,1985
817,1530000,"['Action', 'Drama', 'Thriller']",104,tt0130827,14.440999999999999,1998-08-20,7267585,81.0,Run Lola Run,7.3,1214,5737585.0,375.01,3,510000.0,125.0,1998
818,10000000,"['Comedy', 'Horror']",814,tt0082010,11.265999999999998,1981-08-21,31973249,97.0,An American Werewolf in London,7.3,1152,21973249.0,219.73,2,5000000.0,109.86,1981
819,8000000,['Comedy'],12762,tt0087003,6.957000000000001,1984-01-27,10600497,84.0,Broadway Danny Rose,7.3,236,2600497.0,32.51,1,8000000.0,32.51,1984
820,1900000,['Science Fiction'],830,tt0049223,18.092,1956-03-23,3250000,98.0,Forbidden Planet,7.3,456,1350000.0,71.05,1,1900000.0,71.05,1956
821,4550000,"['Drama', 'Romance', 'Adventure', 'Music']",16520,tt0049408,11.919,1956-06-29,21300000,133.0,The King and I,7.3,205,16750000.0,368.13,4,1137500.0,92.03,1956
822,28000000,"['Comedy', 'Drama']",318846,tt1596363,19.635,2015-12-11,133346506,131.0,The Big Short,7.3,5350,105346506.0,376.24,2,14000000.0,188.12,2015
823,60000000,"['Horror', 'Drama', 'Fantasy']",628,tt0110148,14.392000000000001,1994-11-11,223664608,123.0,Interview with the Vampire,7.3,3312,163664608.0,272.77,3,20000000.0,90.92,1994
824,85000,['Horror'],30497,tt0072271,11.022,1974-10-01,30859000,83.0,The Texas Chain Saw Massacre,7.3,1463,30774000.0,36204.71,1,85000.0,36204.71,1974
825,17000000,"['Horror', 'Drama', 'Science Fiction']",447332,tt6644200,46.232,2018-04-03,340677200,91.0,A Quiet Place,7.3,7316,323677200.0,1903.98,3,5666666.67,634.66,2018
826,92000000,"['Action', 'History', 'War']",855,tt0265086,19.378,2001-12-28,172989651,145.0,Black Hawk Down,7.3,3308,80989651.0,88.03,3,30666666.67,29.34,2001
827,7000000,"['Crime', 'Drama', 'Thriller']",77016,tt1855199,12.844000000000001,2012-09-20,48126384,109.0,End of Watch,7.3,1965,41126384.0,587.52,3,2333333.33,195.84,2012
828,7500000,"['Comedy', 'Drama']",403,tt0097239,7.43,1989-12-13,145793296,99.0,Driving Miss Daisy,7.3,786,138293296.0,1843.91,2,3750000.0,921.96,1989
829,4500000,"['Drama', 'Thriller', 'Adventure']",3176,tt0266308,15.392999999999999,2000-12-16,25000000,114.0,Battle Royale,7.3,1961,20500000.0,455.56,3,1500000.0,151.85,2000
830,25000000,['Drama'],866,tt0308644,12.445,2004-10-17,116766556,106.0,Finding Neverland,7.3,2510,91766556.0,367.07,1,25000000.0,367.07,2004
831,6000000,"['Action', 'Thriller', 'Crime']",8374,tt0144117,12.498,1999-01-22,30471,108.0,The Boondock Saints,7.3,1446,-5969529.0,-99.49,3,2000000.0,-33.16,1999
832,280000000,"['Action', 'Adventure', 'Science Fiction']",99861,tt2395427,36.797,2015-04-22,1405403694,141.0,Avengers: Age of Ultron,7.3,15094,1125403694.0,401.93,3,93333333.33,133.98,2015
833,6500000,['Drama'],1640,tt0375679,16.567,2004-09-10,98410061,112.0,Crash,7.3,2129,91910061.0,1414.0,1,6500000.0,1414.0,2004
834,50000000,['Drama'],205587,tt1872194,16.152,2014-10-08,83719388,141.0,The Judge,7.3,2600,33719388.0,67.44,1,50000000.0,67.44,2014
835,11000000,"['Fantasy', 'Horror', 'Comedy']",766,tt0106308,9.927,1992-10-09,21502976,81.0,Army of Darkness,7.3,1693,10502976.0,95.48,3,3666666.67,31.83,1992
836,5952000,"['Horror', 'Mystery', 'Science Fiction']",837,tt0086541,8.773,1983-02-04,2120439,88.0,Videodrome,7.3,1060,-3831561.0,-64.37,3,1984000.0,-21.46,1983
837,14000000,"['Drama', 'Romance']",859,tt0094947,7.062,1988-12-16,34670720,119.0,Dangerous Liaisons,7.3,607,20670720.0,147.65,2,7000000.0,73.82,1988
838,22000000,['Drama'],228194,tt2980648,6.851,2014-08-06,88880821,122.0,The Hundred-Foot Journey,7.3,869,66880821.0,304.0,1,22000000.0,304.0,2014
839,6000000,"['Adventure', 'Drama', 'Action']",58857,tt1436045,6.046,2010-09-09,17555141,141.0,13 Assassins,7.3,580,11555141.0,192.59,3,2000000.0,64.2,2010
840,2159280,['Drama'],209274,tt2718492,7.138,2013-10-25,15298355,82.0,Ida,7.3,527,13139075.0,608.49,1,2159280.0,608.49,2013
841,10000000,"['Comedy', 'Drama']",391713,tt4925292,22.505,2017-09-08,76858273,95.0,Lady Bird,7.3,4632,66858273.0,668.58,2,5000000.0,334.29,2017
842,3400000,"['Drama', 'Romance']",191714,tt2350496,5.27,2013-09-20,17240000,104.0,The Lunchbox,7.3,377,13840000.0,407.06,2,1700000.0,203.53,2013
843,170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",119450,tt2103281,21.892,2014-06-26,710644566,130.0,Dawn of the Planet of the Apes,7.3,7718,540644566.0,318.03,4,42500000.0,79.51,2014
844,50000000,"['Drama', 'Comedy']",18947,tt1131729,10.799000000000001,2009-04-01,36348784,135.0,The Boat That Rocked,7.3,1364,-13651216.0,-27.3,2,25000000.0,-13.65,2009
845,4500000,"['Fantasy', 'Drama', 'Horror', 'Thriller']",1433,tt0256009,10.284,2001-04-20,6582065,108.0,The Devil's Backbone,7.3,612,2082065.0,46.27,4,1125000.0,11.57,2001
846,1103000,"['Mystery', 'Thriller', 'Romance']",11462,tt0034248,6.499,1941-11-14,4500000,99.0,Suspicion,7.3,307,3397000.0,307.98,3,367666.67,102.66,1941
847,4000000,"['Comedy', 'Horror']",10925,tt0089907,8.326,1985-04-25,14237880,91.0,The Return of the Living Dead,7.3,560,10237880.0,255.95,2,2000000.0,127.98,1985
848,165000000,"['Family', 'Animation', 'Comedy', 'Adventure']",82690,tt1772341,25.403000000000002,2012-11-01,471222889,101.0,Wreck-It Ralph,7.3,8599,306222889.0,185.59,4,41250000.0,46.4,2012
849,113000000,"['Science Fiction', 'Adventure', 'Action']",1895,tt0121766,17.493,2005-05-17,850000000,140.0,Star Wars: Episode III - Revenge of the Sith,7.3,8543,737000000.0,652.21,3,37666666.67,217.4,2005
850,2900000,"['Action', 'Comedy']",24804,tt1190536,6.624,2009-10-16,296557,90.0,Black Dynamite,7.3,342,-2603443.0,-89.77,2,1450000.0,-44.88,2009
851,6000000,"['Crime', 'Drama', 'Romance']",1725,tt0055614,10.136000000000001,1961-12-13,43656822,152.0,West Side Story,7.3,978,37656822.0,627.61,3,2000000.0,209.2,1961
852,10000000,"['Drama', 'War']",53457,tt1668200,6.994,2010-09-16,17511906,111.0,Sarah's Key,7.3,449,7511906.0,75.12,2,5000000.0,37.56,2010
853,15000000,"['Fantasy', 'Comedy']",4011,tt0094721,21.309,1988-02-29,73326666,92.0,Beetlejuice,7.3,3585,58326666.0,388.84,2,7500000.0,194.42,1988
854,102000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",180,tt0181689,20.648000000000003,2002-06-20,358372926,145.0,Minority Report,7.3,5196,256372926.0,251.35,4,25500000.0,62.84,2002
855,12000000,"['Crime', 'Western']",338766,tt2582782,9.46,2016-08-12,37589296,102.0,Hell or High Water,7.3,2774,25589296.0,213.24,2,6000000.0,106.62,2016
856,42000000,"['Thriller', 'Drama']",80278,tt1649419,13.575,2012-09-09,180274123,113.0,The Impossible,7.3,4056,138274123.0,329.22,2,21000000.0,164.61,2012
857,4000000,"['Animation', 'Comedy', 'Family', 'Adventure']",10112,tt0065421,18.004,1970-12-23,55675257,78.0,The Aristocats,7.3,3164,51675257.0,1291.88,4,1000000.0,322.97,1970
858,70000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2756,tt0096754,13.45,1989-08-09,90000098,139.0,The Abyss,7.3,1537,20000098.0,28.57,4,17500000.0,7.14,1989
859,59000000,"['Animation', 'Comedy', 'Family', 'Adventure']",425,tt0268380,21.6,2002-03-10,383257136,81.0,Ice Age,7.3,8410,324257136.0,549.59,4,14750000.0,137.4,2002
860,35000000,"['Comedy', 'Drama', 'Romance']",350,tt0458352,25.648000000000003,2006-06-30,326551094,109.0,The Devil Wears Prada,7.3,7432,291551094.0,833.0,3,11666666.67,277.67,2006
861,36000000,"['Adventure', 'Drama', 'History']",169881,tt2101473,9.439,2013-12-25,57284237,155.0,The Physician,7.3,655,21284237.0,59.12,3,12000000.0,19.71,2013
862,818418,['Drama'],14375,tt0418110,6.569,2005-09-30,4851244,152.0,Romanzo criminale,7.3,358,4032826.0,492.76,1,818418.0,492.76,2005
863,75000000,"['Action', 'Drama', 'Thriller']",2502,tt0372183,15.502,2004-07-23,288500217,108.0,The Bourne Supremacy,7.3,4826,213500217.0,284.67,3,25000000.0,94.89,2004
864,145000000,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",81188,tt1446192,17.586,2012-11-21,306941670,97.0,Rise of the Guardians,7.3,4176,161941670.0,111.68,5,29000000.0,22.34,2012
865,31000000,"['History', 'Romance', 'Drama']",606,tt0089755,8.27,1985-12-20,128499205,161.0,Out of Africa,7.3,717,97499205.0,314.51,3,10333333.33,104.84,1985
866,15000000,"['Horror', 'Science Fiction']",9426,tt0091064,14.081,1986-08-15,60629159,96.0,The Fly,7.3,2245,45629159.0,304.19,2,7500000.0,152.1,1986
867,9000000,"['Horror', 'Thriller']",381288,tt4972582,25.135,2017-01-19,278454358,117.0,Split,7.3,11660,269454358.0,2993.94,2,4500000.0,1496.97,2017
868,35000000,"['Drama', 'Romance']",400617,tt5776858,17.039,2017-12-25,47756590,130.0,Phantom Thread,7.3,1909,12756590.0,36.45,2,17500000.0,18.23,2017
869,130000000,"['Action', 'Mystery', 'Science Fiction']",13183,tt0409459,16.471,2009-03-05,185258983,163.0,Watchmen,7.3,5684,55258983.0,42.51,3,43333333.33,14.17,2009
870,100000000,"['Drama', 'History', 'Crime']",3131,tt0217505,17.148,2002-12-14,193772504,167.0,Gangs of New York,7.3,4018,93772504.0,93.77,3,33333333.33,31.26,2002
871,13500000,"['Comedy', 'Mystery']",10440,tt0107507,6.742000000000001,1993-08-18,11285588,104.0,Manhattan Murder Mystery,7.3,480,-2214412.0,-16.4,2,6750000.0,-8.2,1993
872,1800000,['Horror'],377,tt0087800,12.964,1984-11-14,25504513,91.0,A Nightmare on Elm Street,7.3,2819,23704513.0,1316.92,1,1800000.0,1316.92,1984
873,11000000,"['Drama', 'Romance']",167073,tt2381111,15.145999999999999,2015-10-20,62076141,111.0,Brooklyn,7.3,2135,51076141.0,464.33,2,5500000.0,232.16,2015
874,150000000,"['Animation', 'Adventure', 'Family']",109445,tt2294629,54.806000000000004,2013-11-27,1274219009,102.0,Frozen,7.3,11199,1124219009.0,749.48,3,50000000.0,249.83,2013
875,25000000,"['Family', 'Drama', 'Music']",5123,tt0426931,11.68,2007-11-21,66122026,114.0,August Rush,7.3,1760,41122026.0,164.49,3,8333333.33,54.83,2007
876,250000000,"['Action', 'Adventure', 'Fantasy']",122917,tt2310332,45.597,2014-12-10,956019788,144.0,The Hobbit: The Battle of the Five Armies,7.3,9322,706019788.0,282.41,3,83333333.33,94.14,2014
877,20000000,"['Action', 'Comedy', 'Crime', 'Fantasy']",9470,tt0373074,11.66,2004-02-10,101434304,99.0,Kung Fu Hustle,7.3,1415,81434304.0,407.17,4,5000000.0,101.79,2004
878,60000000,"['Comedy', 'Drama']",594,tt0362227,13.987,2004-06-17,219417255,128.0,The Terminal,7.3,4435,159417255.0,265.7,2,30000000.0,132.85,2004
879,10000000,"['Crime', 'Drama']",227,tt0086066,11.418,1983-03-25,33697647,91.0,The Outsiders,7.3,645,23697647.0,236.98,2,5000000.0,118.49,1983
880,18000000,"['Comedy', 'Family']",771,tt0099785,0.625,1990-11-09,476684675,103.0,Home Alone,7.3,6199,458684675.0,2548.25,2,9000000.0,1274.12,1990
881,15000000,"['Drama', 'Thriller', 'War']",12162,tt0887912,16.923,2008-10-10,42000000,131.0,The Hurt Locker,7.3,3445,27000000.0,180.0,3,5000000.0,60.0,2008
882,3500000,['Comedy'],813,tt0080339,21.057,1980-07-02,83453539,88.0,Airplane!,7.3,2392,79953539.0,2284.39,1,3500000.0,2284.39,1980
883,10000000,['Thriller'],6145,tt0488120,14.739,2007-04-20,91354215,113.0,Fracture,7.3,2076,81354215.0,813.54,1,10000000.0,813.54,2007
884,19400000,"['Romance', 'Drama']",14202,tt0446755,10.087,2006-12-09,26522838,125.0,The Painted Veil,7.3,644,7122838.0,36.72,2,9700000.0,18.36,2006
885,35000000,['Comedy'],18785,tt1119646,18.305999999999997,2009-06-02,459270619,100.0,The Hangover,7.3,11472,424270619.0,1212.2,1,35000000.0,1212.2,2009
886,40000000,['Drama'],37799,tt1285016,19.136,2010-10-01,224920315,121.0,The Social Network,7.3,7036,184920315.0,462.3,1,40000000.0,462.3,2010
887,17000000,"['Comedy', 'Romance', 'Drama']",10644,tt0096332,10.01,1988-02-05,10006806,171.0,The Unbearable Lightness of Being,7.3,205,-6993194.0,-41.14,3,5666666.67,-13.71,1988
888,190000000,"['Action', 'Thriller']",168259,tt2820852,25.372,2015-04-01,1506249360,137.0,Furious 7,7.3,7137,1316249360.0,692.76,2,95000000.0,346.38,2015
889,7000000,['Drama'],11051,tt0095497,6.559,1988-08-12,8373585,164.0,The Last Temptation of Christ,7.3,496,1373585.0,19.62,1,7000000.0,19.62,1988
890,3500000,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",11850,tt0077745,7.947,1978-12-19,24946533,116.0,Invasion of the Body Snatchers,7.3,467,21446533.0,612.76,4,875000.0,153.19,1978
891,15000000,"['Animation', 'Family']",11886,tt0070608,15.149000000000001,1973-11-08,32056467,83.0,Robin Hood,7.3,2724,17056467.0,113.71,2,7500000.0,56.86,1973
892,160000000,"['Action', 'Science Fiction', 'Adventure']",49538,tt1270798,1.0090000000000001,2011-06-01,353624124,132.0,X-Men: First Class,7.3,9004,193624124.0,121.02,3,53333333.33,40.34,2011
893,4000000,"['Family', 'Animation', 'Adventure']",9325,tt0061852,22.119,1967-10-17,205843612,78.0,The Jungle Book,7.3,4054,201843612.0,5046.09,3,1333333.33,1682.03,1967
894,149000000,"['Action', 'Adventure', 'Fantasy']",297762,tt0451279,31.884,2017-05-30,821847012,141.0,Wonder Woman,7.3,13947,672847012.0,451.58,3,49666666.67,150.53,2017
895,38000000,"['Drama', 'Adventure', 'Western']",44264,tt1403865,16.877,2010-12-22,252276927,110.0,True Grit,7.3,3236,214276927.0,563.89,3,12666666.67,187.96,2010
