,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count
2067,6500000,"['Science Fiction', 'Thriller']",10514,tt0066769,8.937,1971-03-12,12376563,131.0,The Andromeda Strain,7.0,325
2068,0,['Drama'],3293,tt0168122,6.481,1999-05-10,0,97.0,Pirates of Silicon Valley,7.0,315
2069,7000000,"['Romance', 'Drama']",241771,tt3125324,6.296,2014-09-10,14618727,116.0,Beyond the Lights,7.0,267
2070,134000,['Horror'],25508,tt0034587,7.458,1942-12-05,4000000,73.0,Cat People,7.0,234
2071,0,['Drama'],11447,tt0208990,4.691,2001-03-09,0,99.0,The Son's Room,7.0,206
2072,20000000,['Comedy'],8363,tt0829482,16.955,2007-08-17,121463226,113.0,Superbad,7.0,4036
2073,20000000,"['Drama', 'Fantasy']",345938,tt2872518,11.35,2017-03-03,92924405,132.0,The Shack,7.0,912
2074,23000000,"['Music', 'Drama', 'Family']",2054,tt0113862,7.129,1995-12-29,106269971,137.0,Mr. Holland's Opus,7.0,208
2075,0,"['Romance', 'Drama']",6418,tt1094249,10.175,2007-09-03,0,13.0,Hotel Chevalier,7.0,454
2076,1000000,"['Drama', 'Romance', 'Science Fiction']",226448,tt2101569,7.207,2014-04-20,0,105.0,In Your Eyes,7.0,450
2077,100000000,"['Drama', 'Animation', 'Family']",10545,tt0116583,15.921,1996-06-21,100138851,91.0,The Hunchback of Notre Dame,7.0,3090
2078,1500000,"['Thriller', 'Drama', 'Horror']",931,tt0069995,7.542,1973-12-03,0,110.0,Don't Look Now,7.0,419
2079,0,['Drama'],82684,tt1629757,10.992,2012-10-25,0,117.0,Chasing Mavericks,7.0,366
2080,0,"['Action', 'Comedy', 'Thriller', 'Romance']",9434,tt0119229,12.689,1997-04-11,28084357,107.0,Grosse Pointe Blank,7.0,473
2081,4000000,"['Action', 'Thriller', 'Crime', 'Mystery']",33613,tt1343097,15.33,2009-11-27,43498108,147.0,The Girl Who Kicked the Hornet's Nest,7.0,798
2082,0,"['Comedy', 'Drama']",156700,tt2179116,6.96,2013-01-19,0,93.0,The Kings of Summer,7.0,740
2083,6500000,"['Drama', 'Thriller', 'Crime']",4836,tt0375912,12.324,2004-09-30,11850214,105.0,Layer Cake,7.0,1048
2084,9000000,['Horror'],11797,tt0089175,7.521,1985-08-02,24922237,107.0,Fright Night,7.0,608
2085,0,"['Family', 'Fantasy', 'Adventure', 'Animation', 'Drama', 'Comedy']",436931,tt6595896,8.592,2017-07-15,0,98.0,Pokémon the Movie: I Choose You!,7.0,342
2086,0,['Horror'],13550,tt0080516,7.023,1980-03-28,12000000,103.0,The Changeling,7.0,264
2087,0,"['Music', 'Drama', 'Crime']",1553,tt0411270,6.719,2005-03-16,0,107.0,The Beat That My Heart Skipped,7.0,226
2088,200000000,"['Adventure', 'Animation', 'Comedy', 'Family']",127380,tt2277860,17.368,2016-06-16,1028570889,97.0,Finding Dory,7.0,8638
2089,30000000,['Drama'],395993,tt3881784,7.981,2017-09-22,8484418,119.0,Stronger,7.0,896
2090,24000000,['Drama'],1715,tt0124315,7.247,1999-12-17,88545092,126.0,The Cider House Rules,7.0,617
2091,183000000,"['Adventure', 'Fantasy', 'Romance', 'Comedy', 'Family']",420817,tt6139732,48.212,2019-05-22,1047612394,128.0,Aladdin,7.0,4930
2092,10000000,['Drama'],103731,tt1935179,12.244,2013-05-01,21587700,130.0,Mud,7.0,1735
2093,42000000,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",281,tt0114558,8.213,1995-10-13,7959291,145.0,Strange Days,7.0,674
2094,15000000,"['Comedy', 'Drama', 'Romance']",10564,tt0198021,9.335,2000-04-27,33771174,120.0,Where the Heart Is,7.0,400
2095,3000000,"['Action', 'Crime', 'Comedy', 'Thriller']",10536,tt0064505,9.694,1969-06-02,0,99.0,The Italian Job,7.0,361
2096,2000000,"['Comedy', 'Horror']",3053,tt0061655,8.215,1967-02-01,0,108.0,The Fearless Vampire Killers,7.0,331
2097,0,['Drama'],10868,tt0094608,7.292,1988-10-14,0,111.0,The Accused,7.0,266
2098,20000000,"['Comedy', 'Drama', 'War']",256962,tt1810683,8.362,2015-04-23,6485961,106.0,Little Boy,7.0,325
2099,27000000,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",6968,tt0765432,6.914,2008-09-24,0,150.0,The Baader Meinhof Complex,7.0,296
2100,0,"['Drama', 'Comedy']",484482,tt7476116,8.235,2018-10-24,0,122.0,Sink or Swim,7.0,868
2101,0,"['Drama', 'History']",454652,tt5437928,10.323,2018-09-21,0,112.0,Colette,7.0,457
2102,0,['Comedy'],4727,tt0058135,9.022,1964-09-08,0,89.0,The Gendarme of St. Tropez,7.0,440
2103,26000000,"['Crime', 'Drama', 'Western']",82633,tt1212450,13.148,2012-08-29,53676580,115.0,Lawless,7.0,1858
2104,10000000,"['Drama', 'Romance']",330483,tt3797868,11.817,2016-02-04,18730891,111.0,The Choice,7.0,1176
2105,3000000,"['Drama', 'Comedy', 'Romance']",236,tt0110598,10.514,1994-08-22,15119639,106.0,Muriel's Wedding,7.0,203
2106,175000000,"['Adventure', 'History']",652,tt0332452,20.475,2004-05-03,497409852,163.0,Troy,7.0,6151
2107,5000000,"['Thriller', 'Drama', 'Romance']",10497,tt0104779,10.365,1992-09-02,1862805,139.0,Bitter Moon,7.0,289
2108,100000,"['Drama', 'Fantasy', 'Romance']",428449,tt6265828,8.561,2017-04-24,1596371,93.0,A Ghost Story,7.0,1130
2109,7500000,"['Drama', 'History']",397538,tt5727282,6.851,2017-09-06,16657800,108.0,Borg vs McEnroe,7.0,669
2110,9000000,['Comedy'],8764,tt0088286,9.139,1984-06-08,20458340,90.0,Top Secret!,7.0,520
2111,0,['Comedy'],22826,tt0110570,6.138,1994-10-22,0,112.0,The Monster,7.0,351
2112,0,"['Comedy', 'History']",402897,tt4686844,10.161,2017-10-20,24640027,107.0,The Death of Stalin,7.0,900
2113,2600000,"['Animation', 'Family']",10895,tt0032910,16.699,1940-02-23,84300000,88.0,Pinocchio,7.0,3499
2114,2600000,"['Science Fiction', 'Thriller']",14139,tt0480669,6.591,2007-10-05,553198,92.0,Timecrimes,7.0,602
2115,5000000,"['Adventure', 'Science Fiction']",173,tt0046672,14.01,1954-05-13,28200000,127.0,"20,000 Leagues Under the Sea",7.0,379
2116,0,['Thriller'],651070,tt11390036,17.201,2020-01-17,0,120.0,A Fall From Grace,7.0,275
2117,0,"['Action', 'Crime', 'Thriller']",10753,tt0095403,8.798,1988-08-13,0,101.0,Police Story 2,7.0,210
2118,62000000,"['Action', 'Science Fiction']",336843,tt4500922,26.803,2018-01-10,284881603,144.0,Maze Runner: The Death Cure,7.0,4497
2119,35000000,['Drama'],9701,tt0395972,8.737,2005-02-12,25224242,126.0,North Country,7.0,292
2120,0,"['Drama', 'Romance']",10236,tt0070903,6.792,1973-10-17,45000000,118.0,The Way We Were,7.0,223
2121,18000000,"['Adventure', 'Drama', 'Thriller']",44115,tt1542344,12.291,2010-11-05,35692920,94.0,127 Hours,7.0,5001
2122,12300000,"['Animation', 'Adventure', 'Family']",12144,tt0095489,13.961,1988-11-18,84460846,69.0,The Land Before Time,7.0,1591
2123,967686,"['Comedy', 'Crime', 'Drama']",37495,tt1341167,6.926,2010-05-07,4658570,101.0,Four Lions,7.0,702
2124,4900000,"['Drama', 'Fantasy', 'Romance']",465136,tt7026672,10.132,2018-02-22,6102076,97.0,Every Day,7.0,1297
2125,80000000,['Thriller'],11973,tt0146309,10.295,2000-12-24,34566746,145.0,Thirteen Days,7.0,373
2126,0,"['Animation', 'Comedy', 'Adventure', 'Fantasy', 'Family']",458253,tt6348138,13.027,2019-04-04,16649539,95.0,Missing Link,7.0,278
2127,30000000,"['Romance', 'Drama', 'Thriller', 'Crime']",43539,tt1458175,12.548,2010-11-18,51148651,133.0,The Next Three Days,7.0,1676
2128,14500000,"['Animation', 'Science Fiction']",9606,tt0293416,7.481,2001-05-26,95789342,108.0,Metropolis,7.0,214
2129,75000000,"['Action', 'Adventure', 'Thriller']",9802,tt0117500,13.14,1996-06-06,335062621,136.0,The Rock,7.0,2613
2130,18000000,"['Family', 'Drama']",43959,tt1596346,8.522,2011-04-08,47088990,112.0,Soul Surfer,7.0,769
2131,20000000,"['Adventure', 'Fantasy']",526,tt0089457,10.364,1985-03-27,18432000,121.0,Ladyhawke,7.0,638
2132,19800000,"['Drama', 'Mystery', 'Thriller']",5279,tt0280707,9.248,2001-11-07,87754044,131.0,Gosford Park,7.0,545
2133,0,"['Adventure', 'Drama']",203819,tt2167266,0.6,2013-12-19,4878242,112.0,Tracks,7.0,305
2134,4300000,"['Romance', 'Crime']",912,tt0063688,7.365,1968-06-19,0,102.0,The Thomas Crown Affair,7.0,225
2135,15000000,['Drama'],1165,tt0436697,10.961,2006-09-15,123384128,103.0,The Queen,7.0,702
2136,5000000,"['Action', 'Drama', 'Crime']",85739,tt1893195,5.869,2012-01-27,3300000,112.0,ACAB - All Cops Are Bastards,7.0,504
2137,0,"['Drama', 'Comedy', 'Science Fiction', 'Romance']",22494,tt0910554,6.725,2009-04-24,0,83.0,Frequently Asked Questions About Time Travel,7.0,313
2138,8000000,"['Comedy', 'Drama']",43923,tt0804497,10.822,2010-10-08,6491240,102.0,It's Kind of a Funny Story,7.0,1511
2139,11000000,"['Drama', 'Thriller', 'Crime']",12149,tt0264616,7.84,2001-11-17,17423030,100.0,Frailty,7.0,638
2140,6000000,"['Horror', 'Action', 'Thriller']",9542,tt0091209,7.408,1986-02-21,5844868,98.0,The Hitcher,7.0,410
2141,25000000,['Drama'],15487,tt0388980,6.929,2005-09-30,15431177,120.0,The Greatest Game Ever Played,7.0,220
2142,0,"['Mystery', 'Drama', 'Horror', 'Thriller']",11075,tt0235198,7.25,2000-03-03,0,115.0,Audition,7.0,734
2143,0,"['Animation', 'Family', 'Comedy']",15400,tt0238414,7.342,1999-10-31,0,66.0,Mickey's Once Upon a Christmas,7.0,344
2144,15000000,['Drama'],228970,tt2305051,11.876,2014-12-05,52501541,115.0,Wild,7.0,1588
2145,230000,"['Drama', 'Action', 'Crime']",18533,tt1172570,9.668,2008-10-09,2260712,92.0,Bronson,7.0,1505
2146,4422952,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",24253,tt1216487,7.876,2009-09-18,67126795,129.0,The Girl Who Played with Fire,7.0,989
2147,0,"['Action', 'Crime', 'Thriller']",15255,tt0443676,11.415,2006-04-11,0,93.0,Undisputed II: Last Man Standing,7.0,294
2148,7500000,['Comedy'],37653,tt0114732,5.216,1995-12-13,0,105.0,The Three Brothers,7.0,398
2149,31115000,"['Drama', 'History', 'Romance']",8095,tt0056937,12.811,1963-06-12,71000000,248.0,Cleopatra,7.0,324
2150,0,"['Comedy', 'Drama', 'Music']",2750,tt0274309,6.476,2002-02-13,0,117.0,24 Hour Party People,7.0,221
2151,45000000,"['Comedy', 'Family', 'Science Fiction']",926,tt0177789,18.203,1999-12-23,90683916,102.0,Galaxy Quest,7.0,1250
2152,0,"['Thriller', 'Drama']",419639,tt5254868,11.403,2016-10-12,0,90.0,The Thinning,7.0,226
2153,200000000,"['Action', 'Adventure', 'Fantasy']",558,tt0316654,10.307,2004-06-25,783766341,127.0,Spider-Man 2,7.0,9086
2154,40000000,['Drama'],109410,tt0453562,10.455,2013-04-12,95020213,128.0,42,7.0,1122
2155,0,"['Action', 'Adventure', 'Crime']",13989,tt0813980,7.498,2008-11-23,0,102.0,24: Redemption,7.0,255
2156,0,"['Drama', 'Thriller']",322125,tt4058500,5.775,2015-03-18,0,103.0,A Perfect Man,7.0,386
2157,25000000,"['Adventure', 'Drama', 'Family']",2383,tt0095800,8.223,1988-10-21,138241022,94.0,The Bear,7.0,224
2158,50000000,"['Drama', 'History']",446354,tt6294822,13.901,2017-12-22,174503458,116.0,The Post,7.0,2898
2159,1100000,"['Action', 'Thriller']",9316,tt0368909,7.984,2003-01-21,20112926,105.0,Ong Bak: Muay Thai Warrior,7.0,913
2160,5000000,"['Animation', 'Science Fiction']",55931,tt0328832,8.487,2003-05-09,0,102.0,The Animatrix,7.0,784
2161,0,"['Drama', 'Romance']",17187,tt0283530,7.101,2002-11-22,0,108.0,The Emperor's Club,7.0,217
2162,28000000,"['Drama', 'History']",9746,tt0119485,7.737,1997-12-25,5684789,134.0,Kundun,7.0,211
2163,16600000,"['Adventure', 'History']",70667,tt1613750,7.441,2012-08-24,0,118.0,Kon-Tiki,7.0,406
2164,4500000,"['Crime', 'Romance', 'Thriller']",9303,tt0115736,7.799,1996-09-13,7011317,109.0,Bound,7.0,402
2165,0,['Drama'],2007,tt0104756,6.064,1992-12-30,7286388,135.0,Lorenzo's Oil,7.0,271
2166,0,"['Science Fiction', 'Action', 'Animation']",396263,tt5923962,12.131,2016-10-14,2238600,95.0,Gantz:O,7.0,261
2167,25000000,['Drama'],53487,tt1440345,7.292,2011-10-01,11790979,118.0,This Must Be the Place,7.0,693
2168,18000000,"['Comedy', 'Drama']",160588,tt2334873,12.555,2013-07-25,99206215,98.0,Blue Jasmine,7.0,2297
2169,950000,"['Adventure', 'Action', 'Thriller']",646,tt0055928,30.508,1962-10-07,59600000,110.0,Dr. No,7.0,1880
2170,40000000,['Drama'],64685,tt0477302,10.982,2011-12-24,55247881,129.0,Extremely Loud & Incredibly Close,7.0,1366
2171,62000000,"['Comedy', 'Drama', 'Crime', 'Thriller']",7270,tt0325805,9.006,2003-09-01,65565672,116.0,Matchstick Men,7.0,975
2172,34000000,"['Drama', 'Romance']",10436,tt0106226,8.301,1993-09-17,32255440,139.0,The Age of Innocence,7.0,463
2173,9000000,"['History', 'Thriller', 'War']",351339,tt4190530,9.562,2016-08-12,4600000,120.0,Anthropoid,7.0,583
2174,35000000,"['Action', 'Adventure', 'Fantasy']",847,tt0096446,10.281,1988-05-01,57269863,126.0,Willow,7.0,963
2175,15000000,"['Crime', 'Horror', 'Thriller']",11454,tt0091474,0.6,1986-08-14,8620929,122.0,Manhunter,7.0,609
2176,0,"['Drama', 'Fantasy', 'Romance', 'Adventure', 'Science Fiction']",337556,tt4960934,13.719,2016-07-07,0,113.0,Emerald Green,7.0,591
2177,0,"['Drama', 'Crime']",423646,tt5723272,7.905,2017-11-23,321011,106.0,In the Fade,7.0,449
2178,0,"['Drama', 'Comedy']",432087,tt5247704,6.344,2017-06-14,0,113.0,Back to Burgundy,7.0,247
2179,0,"['Thriller', 'Crime', 'Drama']",457799,tt2481498,11.43,2019-05-02,0,111.0,"Extremely Wicked, Shockingly Evil and Vile",7.0,1703
2180,0,"['Drama', 'Comedy', 'Romance']",84199,tt1763303,11.764,2012-10-19,22836,95.0,The First Time,7.0,1554
2181,10000000,['Drama'],4643,tt0406816,12.637,2006-09-28,0,139.0,The Guardian,7.0,806
2182,3500000,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",45162,tt1673430,9.66,2010-09-28,0,78.0,Superman/Batman: Apocalypse,7.0,338
2183,18000000,['Drama'],68924,tt0119349,6.497,1997-09-27,8038061,112.0,The Ice Storm,7.0,335
2184,100000000,"['Drama', 'Science Fiction', 'Adventure']",644,tt0212720,15.59,2001-06-29,235926552,146.0,A.I. Artificial Intelligence,7.0,3912
2185,0,"['Animation', 'Family']",23566,tt1484922,12.883,2009-09-15,0,81.0,Barbie and the Three Musketeers,7.0,326
2186,0,"['Adventure', 'Family']",334304,tt4083850,8.831,2015-12-07,0,97.0,Belle and Sebastian: The Adventure Continues,7.0,209
2187,36000000,"['Drama', 'History', 'Mystery']",11831,tt0118607,2.721,1997-12-03,74000000,155.0,Amistad,7.0,724
2188,6000000,"['Comedy', 'Drama', 'Fantasy']",300,tt0354899,7.951,2006-02-11,9524340,105.0,The Science of Sleep,7.0,426
2189,20000000,"['Thriller', 'Horror', 'Mystery']",458723,tt6857112,22.548,2019-03-14,255105930,116.0,Us,7.0,3414
2190,150000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",809,tt0298148,22.066,2004-05-19,919838758,93.0,Shrek 2,7.0,7108
2191,900000,['Drama'],426613,tt6257174,9.241,2018-07-18,2019874,92.0,The Miseducation of Cameron Post,7.0,452
2192,0,"['Drama', 'Music']",1808,tt0120879,6.48,1998-10-23,1053788,119.0,Velvet Goldmine,7.0,245
2193,200000000,"['Animation', 'Family']",62211,tt1453405,18.072,2013-06-20,743559607,104.0,Monsters University,7.0,7043
2194,6500000,['Drama'],76025,tt1723811,11.929,2011-10-02,17693675,101.0,Shame,7.0,1826
2195,31000000,['Comedy'],11000,tt0115685,6.783,1996-03-08,185260553,117.0,The Birdcage,7.0,606
2196,3500000,"['Horror', 'Science Fiction']",8408,tt0088993,7.077,1985-07-19,34000000,101.0,Day of the Dead,7.0,579
2197,0,"['Drama', 'Romance']",17612,tt0245238,7.615,2001-01-21,0,103.0,Lost and Delirious,7.0,306
2198,85000000,"['Comedy', 'Romance']",1581,tt0457939,11.806,2006-12-08,194168700,136.0,The Holiday,7.0,2949
2199,0,"['Drama', 'Romance']",250734,tt2935476,9.255,2015-04-23,30229977,119.0,Far from the Madding Crowd,7.0,652
2200,7500000,"['Comedy', 'Drama', 'Romance']",7326,tt0467406,13.552,2007-12-05,231411584,96.0,Juno,7.0,4642
2201,1200000,"['Comedy', 'Crime']",11219,tt0048750,8.201,1955-10-03,7000000,99.0,The Trouble with Harry,7.0,364
2202,13500000,['Drama'],10876,tt0180073,9.712,2000-11-22,7060876,124.0,Quills,7.0,286
2203,8000000,"['Drama', 'Action']",1885,tt0087538,13.11,1984-06-22,90815558,126.0,The Karate Kid,7.0,2013
2204,50000000,"['Drama', 'Romance', 'Comedy']",9441,tt0120686,8.102,1998-12-25,159710793,124.0,Stepmom,7.0,727
2205,16000000,"['Thriller', 'Science Fiction', 'Mystery']",1090,tt0139809,10.034,1999-04-16,18564088,101.0,The Thirteenth Floor,7.0,714
2206,3500000,"['Action', 'Animation', 'Science Fiction']",366924,tt4870838,11.335,2016-03-22,0,72.0,Batman: Bad Blood,7.0,385
2207,0,"['History', 'Romance', 'Drama']",354859,tt4776998,11.824,2016-12-02,0,130.0,The Promise,7.0,232
2208,220000,"['Drama', 'Science Fiction', 'Mystery']",8072,tt0058898,7.285,1965-05-05,0,100.0,Alphaville,7.0,221
2209,1500000,"['Comedy', 'Drama']",10707,tt0367089,7.834,2005-10-05,11098131,81.0,The Squid and the Whale,7.0,448
2210,7920000,['Mystery'],4192,tt0077413,8.399,1978-10-06,14560084,140.0,Death on the Nile,7.0,295
2211,10000000,"['Animation', 'Family']",13378,tt0424279,8.908,2004-01-01,0,68.0,Mickey's Twice Upon a Christmas,7.0,206
2212,0,"['Comedy', 'Family']",9820,tt0120783,15.857,1998-07-28,0,127.0,The Parent Trap,7.0,2103
2213,0,"['Family', 'Animation', 'Adventure', 'Comedy']",9929,tt0062687,12.512,1968-12-16,0,72.0,Asterix and Cleopatra,7.0,494
2214,5000000,"['Thriller', 'Horror']",77495,tt1437358,6.954,2011-10-14,0,97.0,Sleep Tight,7.0,476
2215,0,"['Comedy', 'Drama']",542830,tt8201404,8.707,2019-05-01,0,135.0,Little White Lies 2,7.0,366
2216,6000000,"['Animation', 'Science Fiction', 'Action', 'Adventure', 'Family']",1857,tt0092106,8.12,1986-08-08,5849647,84.0,The Transformers: The Movie,7.0,237
2217,0,"['Comedy', 'Drama']",12560,tt0085244,7.886,1983-09-09,0,105.0,The Big Chill,7.0,276
2218,30000000,"['Drama', 'Horror', 'Mystery']",381283,tt5109784,18.361,2017-09-13,44516999,121.0,mother!,7.0,4079
2219,41000000,"['Drama', 'Music']",65,tt0298203,15.868,2002-11-08,242875078,110.0,8 Mile,7.0,3983
2220,20000000,"['Action', 'Science Fiction', 'Thriller']",7299,tt0238380,14.88,2002-12-06,5359645,107.0,Equilibrium,7.0,2728
2221,0,['Drama'],8841,tt1068646,7.259,2008-09-24,28814580,128.0,The Class,7.0,363
2222,7000000,"['Adventure', 'Science Fiction', 'TV Movie']",12914,tt0929629,8.785,2008-07-29,0,98.0,Stargate: Continuum,7.0,243
2223,105000000,"['Romance', 'Family', 'Animation']",10198,tt0780521,17.545,2009-12-08,270997378,97.0,The Princess and the Frog,7.0,3155
2224,0,"['Romance', 'Comedy']",384677,tt5304992,9.134,2018-06-12,0,105.0,Set It Up,7.0,1723
2225,46630000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Family']",14506,tt0096764,8.637,1988-12-07,8083123,126.0,The Adventures of Baron Munchausen,7.0,441
2226,8000000,"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']",1958,tt0283832,6.471,2002-01-08,0,111.0,8 Women,7.0,489
2227,3705538,"['Romance', 'Crime', 'Drama', 'Thriller']",11386,tt0104036,8.293,1992-09-02,62548947,112.0,The Crying Game,7.0,360
2228,3500000,['Comedy'],9427,tt0119164,8.669,1997-08-13,257850122,91.0,The Full Monty,7.0,911
2229,0,"['Crime', 'Drama', 'Thriller']",3472,tt0301199,7.949,2002-09-05,0,97.0,Dirty Pretty Things,7.0,228
2230,10000000,['Drama'],87093,tt1126590,12.489,2014-12-24,28883511,105.0,Big Eyes,7.0,2398
2231,25000000,"['Drama', 'Romance']",77877,tt1327194,12.478,2012-04-19,99357138,101.0,The Lucky One,7.0,2263
2232,50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",9631,tt0120768,13.106,1998-07-29,44547681,140.0,The Negotiator,7.0,1103
2233,145000000,"['Action', 'Thriller', 'Adventure']",56292,tt1229238,29.902,2011-12-07,694713380,133.0,Mission: Impossible - Ghost Protocol,7.0,6672
2234,72000000,"['Action', 'Drama', 'Thriller']",2100,tt0272020,9.317,2001-10-19,27642707,131.0,The Last Castle,7.0,599
2235,6000000,"['Drama', 'Comedy']",28053,tt1174730,6.768,2009-03-06,7875862,104.0,City Island,7.0,203
2236,3500000,['Drama'],458737,tt6053438,10.176,2018-05-18,2525738,113.0,First Reformed,7.0,605
2237,30000000,"['Comedy', 'Romance', 'Drama']",549053,tt8623904,28.427,2019-11-07,121550750,102.0,Last Christmas,7.0,566
2238,0,"['Comedy', 'Crime']",936,tt0057413,9.523,1963-12-19,10878107,115.0,The Pink Panther,7.0,520
2239,4161012,"['Thriller', 'Action', 'Comedy', 'Crime']",252822,tt2675914,9.57,2014-02-21,0,115.0,In Order of Disappearance,7.0,300
2240,19000000,"['Horror', 'Action', 'Thriller', 'Crime']",755,tt0116367,17.63,1996-01-19,25836616,108.0,From Dusk Till Dawn,7.0,3476
2241,0,['Drama'],265228,tt3409392,5.119,2014-12-10,1076075,95.0,Timbuktu,7.0,287
2242,0,['Drama'],22373,tt0890885,5.562,2007-02-23,0,110.0,Saturn in Opposition,7.0,215
2243,30000000,"['Action', 'Adventure', 'Crime']",1637,tt0111257,12.17,1994-06-09,350448145,116.0,Speed,7.0,3488
2244,20000000,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music']",12335,tt0066817,7.33,1971-10-07,17900000,117.0,Bedknobs and Broomsticks,7.0,579
2245,0,"['Action', 'Thriller', 'Crime', 'Drama']",11636,tt0386005,11.253,2004-09-23,0,123.0,New Police Story,7.0,309
2246,0,"['Crime', 'Drama']",314402,tt4082068,5.927,2015-08-26,7704357,111.0,Dheepan,7.0,268
2247,14000000,"['Drama', 'War']",2604,tt0096969,8.822,1989-12-20,161001698,145.0,Born on the Fourth of July,7.0,854
2248,0,"['Comedy', 'Crime']",11367,tt0078058,0.6,1978-10-28,0,110.0,Odds and Evens,7.0,202
2249,110000000,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",36658,tt0290334,1.082,2003-04-24,407711549,133.0,X2,7.0,6794
2250,61000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",7485,tt0822854,19.389,2007-03-22,95696996,124.0,Shooter,7.0,2651
2251,200000000,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",181808,tt2527336,38.061,2017-12-13,1332459537,152.0,Star Wars: The Last Jedi,7.0,9926
2252,12000000,"['Drama', 'Crime']",10220,tt0128442,10.839,1998-09-11,22921898,121.0,Rounders,7.0,950
2253,50000000,"['Science Fiction', 'Thriller']",1272,tt0448134,14.774,2007-04-05,32017803,107.0,Sunshine,7.0,2171
2254,3347850,['Comedy'],58522,tt1680058,4.01,2011-04-01,1248748,108.0,Boris - Il film,7.0,258
2255,80000000,"['Action', 'Comedy', 'Fantasy']",287947,tt0448115,30.909,2019-03-29,363533271,132.0,Shazam!,7.0,4380
2256,0,"['Action', 'Drama']",200085,tt2351310,15.397,2013-08-14,0,122.0,The Flu,7.0,220
2257,4000000,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']",254320,tt3464902,14.363,2015-07-10,15656193,118.0,The Lobster,7.0,3431
2258,35000000,"['Comedy', 'Music']",1584,tt0332379,16.317,2003-10-03,131282949,110.0,School of Rock,7.0,3354
2259,5000000,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",397837,tt1691916,11.121,2017-03-02,12141122,98.0,Before I Fall,7.0,2433
2260,100000,"['Comedy', 'Drama']",308084,tt3824458,6.371,2015-07-10,924793,87.0,Tangerine,7.0,355
2261,0,"['Animation', 'Family']",13283,tt1092053,13.416,2007-09-18,0,86.0,Barbie as the Island Princess,7.0,347
2262,0,['Western'],11916,tt0065134,9.214,1970-06-14,5050000,114.0,Two Mules for Sister Sara,7.0,275
2263,0,['Horror'],19204,tt0082307,5.906,1981-04-22,0,88.0,The Beyond,7.0,260
2264,7000000,"['Drama', 'Music', 'Romance']",25196,tt1263670,8.965,2009-12-16,47405566,112.0,Crazy Heart,7.0,552
2265,3000000,['Drama'],24469,tt1232776,7.74,2009-05-14,2357852,123.0,Fish Tank,7.0,472
2266,30000000,['Drama'],13416,tt0390022,7.879,2004-10-08,61255921,118.0,Friday Night Lights,7.0,293
2267,35000000,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",1381,tt0414993,12.339,2006-09-06,15304890,96.0,The Fountain,7.0,1624
2268,6000000,"['Action', 'Comedy', 'Thriller', 'Crime']",67913,tt1540133,9.555,2011-07-07,19560274,96.0,The Guard,7.0,637
2269,22000000,"['Action', 'Adventure', 'Animation', 'Family']",523777,tt7133686,7.838,2018-09-07,0,105.0,Next Gen,7.0,360
2270,0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",13198,tt0477139,7.84,2006-01-24,0,88.0,Wristcutters: A Love Story,7.0,298
2271,31000000,"['Action', 'Drama']",350312,tt4849438,8.669,2017-04-27,275947313,168.0,Baahubali 2: The Conclusion,7.0,282
2272,30000000,"['Comedy', 'Fantasy']",2907,tt0101272,28.095,1991-11-22,191502426,99.0,The Addams Family,7.0,2564
2273,87000000,"['Drama', 'History']",4464,tt0329575,7.211,2003-07-22,148336445,141.0,Seabiscuit,7.0,469
2274,75000000,"['Animation', 'Comedy', 'Drama', 'Family']",335797,tt3470600,22.911,2016-11-23,634151679,108.0,Sing,7.0,4810
2275,0,"['Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",408220,tt2494376,11.341,2017-01-24,0,75.0,Justice League Dark,7.0,449
2276,0,"['Comedy', 'Crime', 'Drama', 'Romance']",2469,tt0101026,8.468,1989-12-12,0,111.0,Tie Me Up! Tie Me Down!,7.0,257
2277,28000000,"['Drama', 'Thriller', 'History']",1770,tt0117039,6.043,1996-10-25,16900000,132.0,Michael Collins,7.0,227
2278,6500000,"['Crime', 'Comedy', 'Thriller']",9430,tt0139239,8.495,1999-04-09,28451622,98.0,Go,7.0,346
2279,0,"['Family', 'Animation']",44874,tt1725929,11.54,2010-09-14,0,79.0,Barbie: A Fashion Fairytale,7.0,276
