,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count
3772,245000000,"['Action', 'Adventure', 'Crime']",206647,tt2379713,36.439,2015-10-26,880674609,148.0,Spectre,6.4,7280
3773,95000000,"['Action', 'Adventure']",9342,tt0120746,13.216,1998-07-16,250288523,136.0,The Mask of Zorro,6.4,2500
3774,25000000,"['Comedy', 'Romance', 'Drama']",7211,tt0480242,7.005,2007-10-26,68377859,98.0,Dan in Real Life,6.4,668
3775,10000000,['Comedy'],431072,tt5267472,8.658,2018-01-19,0,104.0,Step Sisters,6.4,322
3776,13000000,"['Comedy', 'Drama', 'Romance']",8952,tt1045772,8.316,2009-01-18,20722843,98.0,I Love You Phillip Morris,6.4,975
3777,50000000,"['Comedy', 'Drama', 'Family']",15739,tt0083564,11.245,1982-06-18,57059003,127.0,Annie,6.4,404
3778,80000000,"['Drama', 'Mystery', 'Thriller']",12117,tt0128278,6.34,1999-06-04,0,126.0,Instinct,6.4,336
3779,20000000,"['Comedy', 'Thriller', 'Crime', 'Action']",9414,tt0120483,6.549,1997-11-14,13801755,97.0,The Man Who Knew Too Little,6.4,240
3780,38000000,"['Adventure', 'Animation', 'Family', 'Fantasy']",10539,tt0116683,13.323,1996-04-12,28921264,79.0,James and the Giant Peach,6.4,763
3781,250000,"['Drama', 'Romance']",60420,tt1758692,8.768,2011-10-28,3542353,90.0,Like Crazy,6.4,701
3782,60000000,"['Crime', 'Thriller', 'Drama']",1965,tt0120787,8.696,1998-06-05,128038368,107.0,A Perfect Murder,6.4,672
3783,6000000,"['Comedy', 'Drama', 'Romance']",242042,tt2355495,7.78,2014-02-02,15071,90.0,Barefoot,6.4,385
3784,0,"['Comedy', 'Crime', 'Drama']",175291,tt2389182,5.673,2013-03-08,0,85.0,Cheap Thrills,6.4,239
3785,115000000,"['Adventure', 'Action', 'Science Fiction']",1893,tt0120915,16.426,1999-05-19,924317558,136.0,Star Wars: Episode I - The Phantom Menace,6.4,9128
3786,75000000,"['Action', 'Thriller', 'Crime']",8909,tt0493464,20.667,2008-06-19,258270008,110.0,Wanted,6.4,4652
3787,80000000,"['Comedy', 'Crime']",9535,tt0122933,11.016,1999-03-05,176885658,103.0,Analyze This,6.4,999
3788,45000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",9944,tt0107798,10.067,1993-12-16,195268056,141.0,The Pelican Brief,6.4,760
3789,32679734,"['War', 'Action', 'History', 'Thriller']",339259,tt3296908,8.869,2017-05-25,0,120.0,The Man with the Iron Heart,6.4,361
3790,115000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",68724,tt1535108,17.886,2013-08-07,286140700,109.0,Elysium,6.4,5917
3791,70000000,"['Comedy', 'Drama', 'Romance']",8488,tt0386588,12.976,2005-02-11,368100420,118.0,Hitch,6.4,3547
3792,7500000,"['Comedy', 'Romance', 'Science Fiction']",11814,tt0090305,7.46,1985-08-01,38934048,94.0,Weird Science,6.4,743
3793,45000000,"['Comedy', 'Crime', 'Action']",1493,tt0212346,13.241,2000-12-14,212000000,111.0,Miss Congeniality,6.4,2239
3794,100000000,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",22972,tt0947810,14.004,2010-03-11,94882889,115.0,Green Zone,6.4,1342
3795,27000000,"['Mystery', 'Thriller', 'Crime']",16617,tt0297284,12.624,2004-05-07,21148829,106.0,Mindhunters,6.4,644
3796,380000000,"['Adventure', 'Action', 'Fantasy']",1865,tt1298650,24.869,2011-05-14,1045713802,136.0,Pirates of the Caribbean: On Stranger Tides,6.4,9438
3797,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",6950,tt0114069,14.932,1995-03-10,189859560,127.0,Outbreak,6.4,1042
3798,26000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",1551,tt0099582,12.652,1990-08-10,61489265,115.0,Flatliners,6.4,854
3799,0,"['Drama', 'Romance']",64678,tt1645080,7.153,2011-06-17,1406224,83.0,The Art of Getting By,6.4,818
3800,14000000,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",11596,tt0111686,9.711,1994-10-13,18090181,112.0,New Nightmare,6.4,693
3801,0,"['Music', 'Family', 'Animation']",16366,tt0264734,13.941,2000-11-07,0,74.0,Joseph: King of Dreams,6.4,508
3802,60000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9664,tt0454824,8.192,2006-09-22,17834865,138.0,Flyboys,6.4,457
3803,19000000,"['Horror', 'Science Fiction']",9599,tt0094761,10.095,1988-08-05,8247943,95.0,The Blob,6.4,384
3804,7000000,"['Drama', 'Comedy', 'Music', 'Romance']",57825,tt0361411,8.939,2004-02-11,0,111.0,Bride & Prejudice,6.4,234
3805,0,['Comedy'],11913,tt0065769,5.877,1970-10-28,0,90.0,The Gendarme Takes Off,6.4,254
3806,28000000,['Comedy'],15373,tt0430922,8.908,2008-11-07,92380927,100.0,Role Models,6.4,1064
3807,50000000,"['Horror', 'Mystery']",588,tt0384537,14.964,2006-04-21,97607453,125.0,Silent Hill,6.4,2463
3808,27000000,"['Thriller', 'Drama']",303858,tt2241351,10.38,2016-05-12,93282604,98.0,Money Monster,6.4,2069
3809,3500000,"['Drama', 'Action', 'Comedy', 'Crime']",34769,tt1303828,7.003,2009-09-12,44462,101.0,Defendor,6.4,320
3810,0,['Comedy'],34588,tt0448927,4.875,2006-01-06,0,108.0,If I Were You,6.4,234
3811,0,"['Mystery', 'Thriller', 'Crime']",544431,tt6269368,5.946,2018-11-16,0,109.0,The Clovehitch Killer,6.4,211
3812,18000000,['Comedy'],1281,tt0118689,14.286,1997-07-03,251212670,85.0,Bean,6.4,1425
3813,10000000,"['Drama', 'Romance']",1989,tt0765120,10.405,2007-11-28,21786738,95.0,My Blueberry Nights,6.4,399
3814,42000000,"['Action', 'Adventure', 'Science Fiction', 'Family']",10249,tt0102803,7.575,1991-06-21,62000000,108.0,The Rocketeer,6.4,464
3815,0,"['Drama', 'Thriller', 'Mystery']",4520,tt0857265,10.163,2007-10-12,342835,86.0,Sleuth,6.4,296
3816,0,"['War', 'Drama', 'Horror']",5336,tt0073650,13.468,1975-11-22,0,116.0,"Salò, or the 120 Days of Sodom",6.4,807
3817,105000000,"['Action', 'Science Fiction']",2789,tt0296572,5.385,2004-06-11,115772733,119.0,The Chronicles of Riddick,6.4,2545
3818,80000000,"['Action', 'Drama', 'History', 'Thriller']",300673,tt2025690,10.649,2016-01-25,52099090,114.0,The Finest Hours,6.4,1035
3819,0,"['Comedy', 'Drama', 'Romance']",462919,tt3120280,13.303,2018-09-07,0,105.0,Sierra Burgess Is a Loser,6.4,2630
3820,22000000,"['Comedy', 'Fantasy', 'Horror', 'Drama']",6069,tt0094332,10.531,1987-06-12,63766510,118.0,The Witches of Eastwick,6.4,706
3821,27000000,"['Comedy', 'Western']",1406,tt0101587,8.445,1991-06-07,179033791,112.0,City Slickers,6.4,417
3822,11000000,"['Fantasy', 'Comedy', 'Romance']",10210,tt0140379,9.93,1999-04-25,0,116.0,A Midsummer Night's Dream,6.4,214
3823,73000000,"['Adventure', 'Action', 'Science Fiction']",330,tt0119567,0.867,1997-05-23,618638999,129.0,The Lost World: Jurassic Park,6.4,5006
3824,35000000,"['Comedy', 'Romance', 'Drama']",11622,tt0124298,11.504,1999-02-12,40263020,112.0,Blast from the Past,6.4,490
3825,100000000,"['Action', 'Thriller']",44048,tt0477080,13.086,2010-11-04,167805466,98.0,Unstoppable,6.4,2120
3826,16500000,['Comedy'],10760,tt0815244,7.978,2007-09-21,13620075,108.0,Sydney White,6.4,699
3827,0,['Comedy'],26285,tt0085524,4.981,1983-01-01,0,85.0,Fantozzi Still Suffers,6.4,263
3828,18000000,['Comedy'],8835,tt0250494,12.29,2001-07-13,141774679,96.0,Legally Blonde,6.4,2068
3829,40000000,['Drama'],10060,tt0430308,8.7,2005-11-09,46442528,117.0,Get Rich or Die Tryin',6.4,422
3830,0,"['Comedy', 'Animation', 'Family', 'Adventure']",8868,tt0088748,7.076,1985-03-06,0,79.0,Asterix vs. Caesar,6.4,300
3831,20000000,"['Drama', 'Comedy']",295964,tt2503944,12.423,2015-10-02,36606743,100.0,Burnt,6.4,2057
3832,30000000,"['Comedy', 'Drama', 'Romance']",339397,tt4513674,10.785,2016-05-11,43763247,97.0,Café Society,6.4,1735
3833,19000000,"['Crime', 'Drama', 'Horror', 'Thriller']",8643,tt0404032,17.936,2005-09-09,144216468,122.0,The Exorcism of Emily Rose,6.4,1592
3834,8000000,"['Comedy', 'Action', 'Romance']",333385,tt2091935,10.354,2016-02-29,34694,95.0,Mr. Right,6.4,844
3835,100000000,"['Drama', 'History', 'War', 'Thriller', 'Mystery']",8665,tt0267626,9.301,2002-07-19,35168966,138.0,K-19: The Widowmaker,6.4,509
3836,1000000,['Horror'],11298,tt0082533,8.364,1981-03-13,17985893,91.0,The Howling,6.4,327
3837,18000000,"['Action', 'Drama', 'Western']",13249,tt0479537,11.795,2006-09-13,1196307,115.0,Seraphim Falls,6.4,291
3838,10000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",88005,tt1307068,13.486,2012-06-22,9636289,101.0,Seeking a Friend for the End of the World,6.4,1233
3839,25000000,['Drama'],17707,tt0120620,7.259,1999-08-13,13000000,100.0,Brokedown Palace,6.4,202
3840,60000000,['Drama'],10052,tt0259288,13.927,2002-02-22,52322400,104.0,Dragonfly,6.4,448
3841,80000000,"['Comedy', 'Animation', 'Family']",7518,tt0327084,17.486,2006-05-17,343397247,83.0,Over the Hedge,6.4,2718
3842,0,"['Adventure', 'Animation', 'Comedy', 'Family']",21385,tt0371823,12.88,2004-08-04,0,68.0,"Mickey, Donald, Goofy: The Three Musketeers",6.4,463
3843,0,['Comedy'],298729,tt3825738,5.916,2014-11-20,0,106.0,Do You See Me?,6.4,388
3844,0,"['Drama', 'Thriller']",396940,tt5112578,6.295,2017-09-29,0,102.0,Super Dark Times,6.4,304
3845,30000000,"['Drama', 'Family', 'Romance']",13967,tt0482546,8.965,2006-12-03,35078241,92.0,Miss Potter,6.4,280
3846,28000000,['Comedy'],137093,tt1204975,7.659,2013-10-31,134402450,105.0,Last Vegas,6.4,1350
3847,0,"['Horror', 'Thriller', 'Crime']",116979,tt1989475,6.289,2012-10-02,0,94.0,Chained,6.4,213
3848,37000000,"['Comedy', 'Fantasy']",2978,tt0097428,15.608,1989-06-16,215394738,108.0,Ghostbusters II,6.4,2435
3849,10000000,"['Drama', 'Comedy']",268238,tt2555736,7.661,2015-02-26,85978266,122.0,The Second Best Exotic Marigold Hotel,6.4,457
3850,20000000,"['Comedy', 'Romance']",63492,tt0770703,10.17,2011-09-30,30426096,106.0,What's Your Number?,6.4,1421
3851,12000000,"['Animation', 'Family']",10800,tt0944834,6.765,2008-03-19,12235843,80.0,Dragon Hunters,6.4,245
3852,35000000,"['Science Fiction', 'Adventure', 'Mystery']",152,tt0079945,14.141,1979-12-07,139000000,132.0,Star Trek: The Motion Picture,6.4,940
3853,0,"['Drama', 'Romance']",6440,tt0120824,7.226,2001-12-18,0,111.0,The Shipping News,6.4,205
3854,12000000,['Comedy'],57214,tt1636826,13.218,2012-03-01,100000000,88.0,Project X,6.4,3313
3855,35000000,"['Comedy', 'Romance']",95610,tt1473832,9.477,2016-09-14,211952420,123.0,Bridget Jones's Baby,6.4,2032
3856,38000000,"['Horror', 'Mystery', 'Thriller']",622,tt0142688,13.359,1999-08-25,58401898,133.0,The Ninth Gate,6.4,1645
3857,9458736,['Comedy'],331836,tt4400058,6.842,2015-12-02,22832174,93.0,Babysitting 2,6.4,891
3858,48000000,"['Action', 'Adventure', 'Comedy']",458897,tt5033998,110.74,2019-11-14,70960003,118.0,Charlie's Angels,6.4,555
3859,2000000,"['Crime', 'Drama', 'Thriller', 'Action']",7873,tt0433387,9.087,2005-09-11,5967038,120.0,Harsh Times,6.4,350
3860,25000000,"['Family', 'Science Fiction']",9872,tt0089114,6.465,1985-07-12,9873044,109.0,Explorers,6.4,242
3861,16000000,"['Action', 'Science Fiction', 'Crime']",9556,tt0099365,7.915,1990-08-24,48878502,96.0,Darkman,6.4,669
3862,8000000,"['Action', 'Comedy']",44147,tt1235189,7.355,2010-06-17,3453043,98.0,Wild Target,6.4,391
3863,0,['Fantasy'],48395,tt1401143,8.669,2010-12-03,0,83.0,Rare Exports: A Christmas Tale,6.4,268
3864,225000000,"['Action', 'Comedy', 'Science Fiction']",41154,tt1409024,19.142,2012-05-23,624026776,106.0,Men in Black 3,6.4,7124
3865,50000000,['Comedy'],10393,tt0191397,7.045,2000-08-07,50054511,118.0,The Replacements,6.4,453
3866,0,"['History', 'Adventure', 'Crime']",478820,tt7025976,6.682,2018-12-19,0,121.0,The Emperor of Paris,6.4,231
3867,40000000,"['Comedy', 'Romance', 'Drama']",10184,tt1001508,13.051,2009-02-06,178866158,129.0,He's Just Not That Into You,6.4,2247
3868,53000000,"['Drama', 'Crime']",261023,tt1355683,13.612,2015-09-04,98837872,122.0,Black Mass,6.4,2221
3869,15000000,"['Fantasy', 'Horror']",9100,tt0115963,8.6,1996-05-03,24769466,101.0,The Craft,6.4,821
3870,0,"['Comedy', 'Romance']",11584,tt0093886,7.837,1987-06-19,40050884,107.0,Roxanne,6.4,331
3871,100000000,"['Family', 'Fantasy', 'Science Fiction']",16523,tt0386117,10.162,2009-10-16,100086793,101.0,Where the Wild Things Are,6.4,1096
3872,16000000,"['Science Fiction', 'Mystery']",10540,tt0082869,7.942,1981-05-22,17374595,112.0,Outland,6.4,286
3873,14000000,['Thriller'],72784,tt1850397,17.069,2014-10-14,10076790,108.0,The Loft,6.4,848
3874,0,"['Comedy', 'Drama']",396398,tt5536736,7.922,2017-10-13,0,112.0,The Meyerowitz Stories (New and Selected),6.4,608
3875,30000000,"['Drama', 'History', 'Thriller']",61891,tt1521197,8.72,2011-10-21,15395087,130.0,Anonymous,6.4,471
3876,500000,"['Drama', 'Horror', 'Romance']",10894,tt0303361,9.02,2002-01-13,150277,93.0,May,6.4,307
3877,30000000,"['Thriller', 'Drama', 'Mystery']",3594,tt0481369,13.574,2007-02-23,77566815,101.0,The Number 23,6.4,2030
3878,20000000,"['Comedy', 'Fantasy', 'Romance']",12797,tt0995039,7.206,2008-09-19,27074492,102.0,Ghost Town,6.4,523
3879,10000000,"['Drama', 'Comedy', 'Romance']",6691,tt0482088,6.388,2006-12-13,0,104.0,Priceless,6.4,441
3880,0,"['Drama', 'Comedy', 'Romance']",51991,tt1565958,5.578,2010-12-22,0,80.0,Romantics Anonymous,6.4,292
3881,13000000,"['History', 'Drama']",71688,tt1007029,10.052,2011-12-30,114956699,105.0,The Iron Lady,6.4,1042
3882,0,"['Comedy', 'Drama']",356298,tt4972062,6.895,2016-07-22,4417667,90.0,Don't Think Twice,6.4,258
3883,11000000,['Comedy'],15596,tt0090685,6.713,1986-06-13,91258000,96.0,Back to School,6.4,216
3884,70000000,"['Animation', 'Family']",73723,tt1482459,22.105,2012-03-01,348840316,86.0,The Lorax,6.4,2063
3885,15300000,"['Drama', 'Action', 'Comedy']",2110,tt0281364,11.199,2001-10-31,0,94.0,Wasabi,6.4,646
3886,40000000,"['Comedy', 'Romance']",9522,tt0396269,13.512,2005-07-13,285176741,119.0,Wedding Crashers,6.4,2780
3887,0,"['Drama', 'Thriller']",331583,tt3503406,8.049,2016-03-25,0,93.0,The Whole Truth,6.4,604
3888,50000000,"['Drama', 'Romance']",10390,tt0126916,7.56,1999-09-17,0,137.0,For Love of the Game,6.4,200
3889,10000000,"['Thriller', 'Horror']",424139,tt1502407,17.563,2018-10-18,253688035,106.0,Halloween,6.4,2539
3890,11000000,"['Comedy', 'Music', 'Romance']",9768,tt0099329,10.639,1990-04-05,8266343,85.0,Cry-Baby,6.4,850
3891,20000000,"['Action', 'Crime', 'Thriller']",10651,tt0094963,8.579,1988-07-12,0,91.0,The Dead Pool,6.4,399
3892,7800000,"['Crime', 'Thriller']",302,tt0324133,7.07,2003-05-18,22441323,102.0,Swimming Pool,6.4,324
3893,7200000,"['Adventure', 'Action', 'Thriller']",681,tt0066995,16.492,1971-12-13,116019547,120.0,Diamonds Are Forever,6.4,1060
3894,0,['Comedy'],320028,tt3705388,5.105,2015-01-22,0,94.0,An Italian Name,6.4,217
3895,0,"['TV Movie', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",26736,tt1369845,11.65,2009-08-28,0,94.0,Wizards of Waverly Place: The Movie,6.4,938
3896,27000000,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",15139,tt0110763,9.117,1994-11-23,13670688,80.0,The Pagemaster,6.4,461
3897,0,['Comedy'],44706,tt0119863,6.171,1997-10-15,0,100.0,The Bet,6.4,250
3898,32000000,"['Western', 'Thriller', 'Adventure', 'Action']",12106,tt0114214,11.44,1995-02-09,18552460,107.0,The Quick and the Dead,6.4,885
3899,45000000,['Thriller'],8987,tt0110997,6.247,1994-09-30,94216343,111.0,The River Wild,6.4,461
3900,1000000,['Comedy'],157360,tt2294677,6.208,2013-08-09,2963902,93.0,In a World...,6.4,344
3901,179000,"['Horror', 'Science Fiction']",27429,tt0073705,7.721,1975-10-10,0,88.0,Shivers,6.4,253
3902,0,"['Fantasy', 'Mystery', 'Thriller', 'Drama']",294795,tt3991412,8.55,2016-09-01,0,108.0,The 9th Life of Louis Drax,6.4,285
3903,15000000,"['Action', 'Drama', 'History']",253450,tt3508840,7.184,2015-08-27,632542,105.0,The Assassin,6.4,270
3904,0,"['Science Fiction', 'Action', 'Comedy', 'Horror']",15239,tt0090190,6.626,1984-05-01,0,82.0,The Toxic Avenger,6.4,243
3905,0,['Comedy'],94562,tt1650536,6.797,2012-03-14,0,105.0,Turkish for Beginners,6.4,222
3906,150000000,"['Action', 'Drama', 'Thriller']",117251,tt2334879,11.744,2013-06-27,205366737,131.0,White House Down,6.4,3101
3907,0,['Comedy'],455656,tt6119504,12.644,2017-07-17,0,99.0,#RealityHigh,6.4,804
3908,60000000,"['Animation', 'Adventure', 'Family', 'Comedy']",72197,tt1430626,8.549,2012-03-12,118338361,88.0,The Pirates! In an Adventure with Scientists!,6.4,643
3909,85000000,"['Action', 'Thriller']",59961,tt1599348,24.946,2012-02-09,208076205,115.0,Safe House,6.4,2215
3910,127500000,"['Animation', 'Family']",10567,tt0130623,13.142,2000-05-19,354248063,82.0,Dinosaur,6.4,1371
3911,50000000,"['Thriller', 'Drama', 'Crime', 'Mystery']",446791,tt5294550,7.317,2017-12-21,56996304,132.0,All the Money in the World,6.4,1368
3912,55000000,"['Action', 'Adventure', 'Fantasy']",1729,tt0865556,12.292,2008-04-18,127906624,104.0,The Forbidden Kingdom,6.4,911
3913,85000000,"['Comedy', 'Romance']",22897,tt1230414,11.633,2009-12-23,219103655,121.0,It's Complicated,6.4,807
3914,0,"['Action', 'Thriller']",403605,tt5147214,6.297,2016-09-24,0,117.0,Headshot,6.4,219
3915,100000000,"['Animation', 'Adventure', 'Family', 'Fantasy']",116711,tt0848537,16.949,2013-05-15,268426634,102.0,Epic,6.4,1819
3916,40000000,"['Adventure', 'Family', 'Fantasy']",54318,tt0760329,9.017,2007-12-25,103071443,112.0,The Water Horse,6.4,616
3917,0,"['Romance', 'Comedy', 'Drama']",84306,tt1872818,6.836,2012-09-14,327345,97.0,Liberal Arts,6.4,316
3918,6000000,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Thriller']",13122,tt0105121,11.049,1991-11-01,0,102.0,The People Under the Stairs,6.4,294
3919,40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']",1907,tt0163978,13.18,2000-02-03,144056873,119.0,The Beach,6.4,2678
3920,0,"['Drama', 'Horror', 'Thriller']",343674,tt3748172,11.664,2017-09-19,0,104.0,Gerald's Game,6.4,2038
3921,39000000,"['Action', 'Thriller', 'Comedy', 'Crime']",4141,tt0465602,9.96,2007-07-26,26820641,86.0,Shoot 'Em Up,6.4,1061
3922,4000000,"['Drama', 'Romance']",535,tt0085549,8.413,1983-04-14,92921203,95.0,Flashdance,6.4,751
3923,15000000,"['Action', 'Thriller']",10135,tt0098206,3.377,1989-05-19,30050028,114.0,Road House,6.4,482
3924,30000000,"['Thriller', 'Crime', 'Drama', 'Mystery']",13150,tt0482572,9.741,2008-09-09,31148328,130.0,Pride and Glory,6.4,480
3925,0,"['Comedy', 'Animation', 'Music']",118293,tt1655413,5.473,2012-09-26,0,76.0,The Suicide Shop,6.4,373
3926,4000000,['Comedy'],39385,tt0120471,5.702,1997-04-01,29456000,100.0,Would I Lie to You?,6.4,294
3927,23000000,"['Mystery', 'Thriller', 'Drama']",10866,tt0206314,9.171,2001-10-05,36642838,97.0,Joy Ride,6.4,630
3928,0,['Comedy'],507143,tt6744044,9.325,2018-04-27,0,92.0,Candy Jar,6.4,334
3929,0,"['Drama', 'History']",445040,tt2291540,7.321,2017-11-03,1361611,107.0,My Friend Dahmer,6.4,231
3930,0,"['Family', 'Animation', 'Adventure', 'Comedy']",11047,tt0061369,8.657,1967-12-20,0,68.0,Asterix the Gaul,6.4,365
3931,0,"['Comedy', 'Drama', 'Romance']",10660,tt0110167,7.241,1994-07-29,0,101.0,It Could Happen to You,6.4,327
3932,65000000,"['Comedy', 'Drama', 'Romance']",4564,tt1000774,13.11,2008-05-12,415252786,145.0,Sex and the City,6.4,1175
3933,70000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",200,tt0120844,12.127,1998-12-11,118000000,103.0,Star Trek: Insurrection,6.4,654
